Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
105841_Anaerostipes_caccae	93.38	2.02	Neural Network (Specific Model)	11	0.902	57750	302.0516846581616	3064692	0.44	3057	75	138788	None
1121308_Clostridioides_difficile	13.32	0.0	Neural Network (Specific Model)	11	0.841	2729	240.06738544474393	634680	0.28	742	214	9530	None
1150298_Fusicatenibacter_saccharivorans	100.0	1.1	Gradient Boost (General Model)	11	0.886	23435	326.0871757925072	3059604	0.48	2776	189	113393	None
1262888_Eubacterium_sp._CAG:274	98.61	0.33	Gradient Boost (General Model)	11	0.892	178232	311.35223214285713	2341573	0.33	2240	20	351332	None
1322_Blautia_hansenii	31.27	0.28	Neural Network (Specific Model)	11	0.912	3526	261.35158501440924	892852	0.38	1041	254	8848	None
1353_Enterococcus_gallinarum	99.42	0.71	Neural Network (Specific Model)	11	0.871	96009	299.49002659574467	3097283	0.41	3008	56	211960	None
1496_Clostridioides_difficile	52.22	0.16	Neural Network (Specific Model)	11	0.843	4564	259.73822894168467	2137888	0.28	2315	496	18456	None
1547_Erysipelatoclostridium_ramosum	89.58	2.73	Gradient Boost (General Model)	11	0.883	91625	309.6042815439507	3238388	0.31	3083	50	283712	None
1550024_Ruthenibacterium_lactatiformans	94.82	3.32	Gradient Boost (General Model)	11	0.873	72310	318.73510971786834	3488194	0.58	3190	75	251325	None
1588755_Parvimonas_sp._KA00067	97.39	3.89	Neural Network (Specific Model)	11	0.896	27096	303.25033467202144	1513873	0.28	1494	93	82487	None
1613_Limosilactobacillus_fermentum	98.53	0.0	Neural Network (Specific Model)	11	0.868	42785	288.88925987757375	1791256	0.53	1797	61	121889	None
1628085_Agathobaculum_butyriciproducens	100.0	1.19	Gradient Boost (General Model)	11	0.848	67159	309.7144075021313	2567075	0.55	2346	78	206335	None
165186_uncultured_Ruminococcus_sp.	86.02	4.43	Neural Network (Specific Model)	11	0.882	48133	329.93517174649253	2314523	0.5	2067	75	151674	None
166486_Roseburia_intestinalis	86.63	2.63	Neural Network (Specific Model)	11	0.894	65490	333.44778825235676	3081910	0.43	2758	68	168300	None
1685_Bifidobacterium_breve	96.67	2.14	Neural Network (Specific Model)	11	0.874	42054	342.49290593799265	2233678	0.59	1903	75	133371	None
1720194_Clostridium_sp._AT4	91.51	2.55	Gradient Boost (General Model)	11	0.902	77837	328.1263834344877	3052549	0.47	2801	56	246925	None
187326_Megasphaera_micronuciformis	99.03	0.28	Neural Network (Specific Model)	11	0.911	48893	313.83804627249356	1605361	0.46	1556	54	95910	None
216816_Bifidobacterium_longum	77.26	1.78	Neural Network (Specific Model)	11	0.875	23902	323.9810126582278	1928144	0.6	1738	129	54628	None
249061_uncultured_Actinomyces_sp.	17.02	0.02	Neural Network (Specific Model)	11	0.937	3373	287.70380434782606	337912	0.56	368	100	7663	None
259315_uncultured_Faecalibacterium_sp.	14.64	0.0	Neural Network (Specific Model)	11	0.892	89893	333.8069705093834	418128	0.57	373	5	108050	None
28025_Bifidobacterium_animalis	57.56	0.13	Neural Network (Specific Model)	11	0.879	6275	310.29282218597064	1297155	0.61	1226	223	22314	None
29361_Tyzzerella_nexilis	88.6	0.8	Neural Network (Specific Model)	11	0.921	32013	329.3274215552524	2353925	0.4	2199	120	94143	None
29466_Veillonella_parvula	95.59	2.87	Neural Network (Specific Model)	11	0.879	198928	325.79106776180697	2163144	0.39	1948	36	414411	None
3014810_Eubacterium_callanderi	15.43	0.54	Neural Network (Specific Model)	11	0.901	3119	263.0231404958678	528967	0.5	605	166	10500	None
3023622_Actinomyces_urogenitalis	51.84	0.12	Neural Network (Specific Model)	11	0.901	3629	288.88227424749164	1435412	0.69	1495	410	11399	None
3023981_uncultured_Robinsoniella_sp.	25.26	1.21	Neural Network (Specific Model)	11	0.906	3519	304.4652996845426	1914541	0.43	1902	551	11646	None
39485_Lachnospira_eligens	99.89	0.05	Neural Network (Specific Model)	11	0.906	125171	320.5172552166934	2641500	0.38	2492	42	312551	None
39488_Anaerobutyricum_hallii	99.99	2.32	Neural Network (Specific Model)	11	0.846	38031	319.47844019497563	3017001	0.38	2667	115	123308	None
39777_Veillonella_atypica	83.31	1.26	Neural Network (Specific Model)	11	0.888	17351	302.82281952825014	1862322	0.39	1823	162	80303	None
435842_Streptococcus_sp._C150	62.46	2.58	Neural Network (Specific Model)	11	0.879	6044	276.71862068965515	1367492	0.4	1450	259	23790	None
47715_Lacticaseibacillus_rhamnosus	99.91	0.31	Neural Network (Specific Model)	11	0.851	49413	298.04353788138496	3057471	0.46	2917	117	195352	None
512314_uncultured_Roseburia_sp.	93.49	3.62	Neural Network (Specific Model)	11	0.88	57866	313.1833486378941	3481873	0.41	3267	110	189967	None
53442_Eubacterium_callanderi	15.45	0.07	Neural Network (Specific Model)	11	0.898	2957	252.35565819861432	729109	0.48	866	243	8766	None
54005_Peptoniphilus_harei	88.18	1.64	Neural Network (Specific Model)	11	0.894	60737	304.9861982434128	1627372	0.34	1594	53	139494	None
59620_uncultured_Clostridium_sp.	95.11	2.64	Gradient Boost (General Model)	11	0.874	26639	325.71305214214544	3362183	0.43	3011	192	106725	None
729_Haemophilus_parainfluenzae	77.98	2.1	Neural Network (Specific Model)	11	0.911	6384	283.1701063164478	1489575	0.4	1599	253	28339	None
817_Bacteroides_fragilis	99.98	3.46	Neural Network (Specific Model)	11	0.897	183491	357.20990050958505	4917120	0.43	4121	38	433532	None
83427_uncultured_Streptococcus_sp.	48.04	2.09	Neural Network (Specific Model)	11	0.893	3743	263.8745519713262	986848	0.42	1116	272	16321	None
84112_Eggerthella_lenta	98.33	0.19	Neural Network (Specific Model)	11	0.875	32585	335.0043541364296	3159390	0.64	2756	137	120403	None
904190_uncultured_Robinsoniella_sp.	22.02	0.18	Neural Network (Specific Model)	11	0.896	4020	293.3124238733252	1610520	0.43	1642	419	13068	None
