Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1335613_Gordonibacter_urolithinfaciens	99.87	0.65	Neural Network (Specific Model)	11	0.872	43591	332.6345695814903	3359053	0.66	2939	115	187142	None
1351_Enterococcus_faecalis	99.95	1.15	Neural Network (Specific Model)	11	0.884	124427	305.23406634364517	2774833	0.37	2683	46	354003	None
137838_Clostridium_neonatale	100.0	2.6	Neural Network (Specific Model)	11	0.832	59765	294.53017521090203	4903691	0.28	4623	169	112288	None
1492_Clostridium_butyricum	93.25	2.93	Neural Network (Specific Model)	11	0.852	67552	310.00963733198074	4301910	0.28	3943	95	528066	None
1660_Schaalia_odontolytica	60.49	2.44	Neural Network (Specific Model)	11	0.896	7345	311.005164622337	1610680	0.65	1549	246	27268	None
184870_Varibaculum_cambriense	99.41	0.81	Neural Network (Specific Model)	11	0.897	191475	349.6852146263911	2202612	0.53	1887	20	458505	None
1870995_Actinotignum_timonense	73.29	1.25	Neural Network (Specific Model)	11	0.894	6810	319.2537112010796	1585049	0.63	1482	246	38553	None
2066054_Actinomyces_sp._UMB0138	85.48	0.29	Neural Network (Specific Model)	11	0.925	18058	325.64662507090185	1858504	0.57	1763	136	117428	None
216816_Bifidobacterium_longum	92.67	0.39	Neural Network (Specific Model)	11	0.877	68600	326.1139846743295	2326515	0.6	2088	52	166027	None
2293212_Ruminococcus_sp._AM40-10AC	95.91	0.09	Neural Network (Specific Model)	11	0.858	41333	312.1032565528197	4112588	0.41	3777	173	159853	None
239935_Akkermansia_muciniphila	100.0	0.19	Neural Network (Specific Model)	11	0.886	112040	349.25044326241135	2662913	0.56	2256	31	375127	None
28026_Bifidobacterium_pseudocatenulatum	83.48	0.7	Neural Network (Specific Model)	11	0.887	543521	370.2308233638283	1777765	0.57	1421	11	701715	None
291645_Bacteroides_nordii	11.31	0.04	Neural Network (Specific Model)	11	0.871	10519	283.7851662404092	762229	0.42	782	102	64420	None
3030286_Actinotignum_timonense	12.16	0.26	Neural Network (Specific Model)	11	0.885	3125	296.56410256410254	352381	0.59	351	110	10172	None
371601_Bacteroides_xylanisolvens	90.04	1.32	Neural Network (Specific Model)	11	0.9	85063	373.1830887491265	5331378	0.41	4293	102	362529	None
39777_Veillonella_atypica	77.74	4.78	Neural Network (Specific Model)	11	0.889	22535	306.99619771863115	1632844	0.39	1578	133	90718	None
39778_Veillonella_dispar	52.18	0.95	Neural Network (Specific Model)	11	0.879	8018	288.4311224489796	1155578	0.38	1176	183	25931	None
47715_Lacticaseibacillus_rhamnosus	99.72	0.08	Neural Network (Specific Model)	11	0.85	43606	296.9332089552239	2804710	0.47	2680	89	128432	None
54291_Raoultella_ornithinolytica	80.32	3.54	Neural Network (Specific Model)	11	0.882	18439	297.65829477858557	4588010	0.56	4539	385	66102	None
820_Bacteroides_uniformis	77.15	1.73	Neural Network (Specific Model)	11	0.915	69283	367.92665418227216	3861074	0.46	3204	116	193949	None
83427_uncultured_Streptococcus_sp.	93.01	0.57	Neural Network (Specific Model)	11	0.884	35947	310.3106898367562	1997036	0.42	1899	84	111388	None
