Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1128111_Veillonella_atypica	29.85	2.43	Neural Network (Specific Model)	11	0.877	19636	296.76143790849676	929838	0.38	918	98	62001	None
1134687_Klebsiella_michiganensis	33.68	0.05	Neural Network (Specific Model)	11	0.877	6134	277.6955636955637	2329719	0.56	2457	433	56667	None
1169286_Enterococcus_faecalis	10.38	0.05	Neural Network (Specific Model)	11	0.858	6049	254.10752688172042	247277	0.37	279	44	48260	None
1190620_Atopobium_sp._ICM42b	99.41	0.39	Neural Network (Specific Model)	11	0.888	68120	339.0973451327434	1551862	0.48	1356	36	263501	None
1262780_Clostridium_sp._CAG:221	68.98	1.97	Neural Network (Specific Model)	11	0.871	5589	257.02740321879077	2031854	0.3	2299	404	25692	None
1262889_Eubacterium_sp._CAG:38	99.97	4.59	Neural Network (Specific Model)	11	0.895	189940	330.23355506282337	2991259	0.42	2706	20	550041	None
1303_Streptococcus_oralis	40.06	0.49	Neural Network (Specific Model)	11	0.91	116548	338.63597122302156	774658	0.42	695	14	212633	None
1308_Streptococcus_thermophilus	83.27	2.48	Neural Network (Specific Model)	11	0.85	32330	260.0559610705596	1504604	0.39	1644	73	126904	None
1351_Enterococcus_faecalis	92.75	0.33	Neural Network (Specific Model)	11	0.888	32241	305.40752475247524	2602342	0.38	2525	103	115448	None
1358_Lactococcus_lactis	88.42	3.33	Neural Network (Specific Model)	11	0.863	13682	255.82180293501048	2115692	0.36	2385	218	40091	None
150055_Streptococcus_lutetiensis	82.53	1.06	Neural Network (Specific Model)	11	0.869	59329	280.16607142857146	1621400	0.37	1680	38	170105	None
1502_Clostridium_perfringens	84.55	3.84	Neural Network (Specific Model)	11	0.846	67892	307.75978090766824	2787578	0.28	2556	66	215102	None
1579_Lactobacillus_acidophilus	99.25	0.35	Neural Network (Specific Model)	11	0.894	161566	314.0945796460177	1902809	0.34	1808	21	577024	None
1597_Lacticaseibacillus_paracasei	83.91	0.0	Neural Network (Specific Model)	11	0.853	34896	299.5800561797753	2245795	0.47	2136	88	104680	None
1598_Limosilactobacillus_reuteri	62.35	0.58	Neural Network (Specific Model)	11	0.881	8146	277.9893790849673	1157178	0.39	1224	169	36924	None
1639133_Citrobacter_portucalensis	9.9	0.0	Neural Network (Specific Model)	11	0.896	4799	276.7496206373293	609451	0.51	659	138	31554	None
1660_Schaalia_odontolytica	25.25	0.09	Neural Network (Specific Model)	11	0.892	12434	327.8344709897611	645372	0.66	586	56	24198	None
1759399_Streptococcus_sp._A12	71.61	3.78	Neural Network (Specific Model)	11	0.894	10176	285.0199312714777	1388829	0.42	1455	156	44485	None
187326_Megasphaera_micronuciformis	87.08	0.05	Neural Network (Specific Model)	11	0.907	169474	317.98389175257734	1629977	0.45	1552	16	268302	None
199_Campylobacter_concisus	41.78	0.04	Neural Network (Specific Model)	11	0.917	2966	226.85960378983634	859096	0.4	1161	278	39596	None
249061_uncultured_Actinomyces_sp.	14.22	0.05	Neural Network (Specific Model)	11	0.925	20273	316.7227138643068	347844	0.65	339	26	55749	None
261299_Intestinibacter_bartlettii	91.21	0.92	Gradient Boost (General Model)	11	0.863	48781	311.3500391542678	2762420	0.28	2554	117	106739	None
28025_Bifidobacterium_animalis	89.51	0.24	Neural Network (Specific Model)	11	0.874	118191	352.01680672268907	1722475	0.61	1428	21	189894	None
3016596_Klebsiella_oxytoca	28.49	1.7	Neural Network (Specific Model)	11	0.878	6015	273.5	1485425	0.55	1592	281	45159	None
