Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1150298_Fusicatenibacter_saccharivorans	81.72	1.6	Gradient Boost (General Model)	11	0.885	54568	333.8983411314334	2657603	0.48	2351	69	133562	None
1262889_Eubacterium_sp._CAG:38	22.48	0.28	Neural Network (Specific Model)	11	0.906	3198	266.84348864994024	738240	0.43	837	237	9392	None
1308_Streptococcus_thermophilus	46.21	1.94	Neural Network (Specific Model)	11	0.843	5749	225.78511627906977	861129	0.39	1075	173	16116	None
1359_Lactococcus_lactis	16.91	0.24	Neural Network (Specific Model)	11	0.852	10048	277.3030303030303	353859	0.35	363	56	28446	None
137838_Clostridium_neonatale	100.0	4.21	Neural Network (Specific Model)	11	0.834	42340	297.6338600451467	4737693	0.28	4430	170	177484	None
1496_Clostridioides_difficile	87.49	2.18	Neural Network (Specific Model)	11	0.841	16900	294.4656621269197	3620930	0.28	3451	303	79916	None
1547_Erysipelatoclostridium_ramosum	63.06	2.14	Gradient Boost (General Model)	11	0.884	112516	307.00094652153336	2197448	0.31	2113	34	255314	None
1584_Lactobacillus_delbrueckii	95.15	0.34	Neural Network (Specific Model)	11	0.87	36475	296.3209249858996	1808392	0.5	1773	73	112968	None
159268_uncultured_Veillonella_sp.	44.44	0.44	Neural Network (Specific Model)	11	0.886	8364	277.5751879699248	998048	0.39	1064	144	44192	None
1598_Limosilactobacillus_reuteri	97.99	0.46	Neural Network (Specific Model)	11	0.878	21218	293.4041281912004	1843175	0.39	1841	133	74515	None
1628085_Agathobaculum_butyriciproducens	97.81	1.03	Gradient Boost (General Model)	11	0.855	44840	297.36916395222585	2876276	0.55	2763	140	146513	None
1685_Bifidobacterium_breve	75.08	3.34	Neural Network (Specific Model)	11	0.877	18684	331.1403286978508	1790327	0.59	1582	142	55784	None
1776391_Romboutsia_timonensis	13.44	0.07	Neural Network (Specific Model)	11	0.846	2850	240.03898635477583	436006	0.28	513	151	7389	None
187326_Megasphaera_micronuciformis	99.53	0.01	Neural Network (Specific Model)	11	0.907	60919	316.375	1712725	0.45	1640	35	169217	None
1896982_Clostridium_sp._29_15	80.39	2.69	Neural Network (Specific Model)	11	0.879	34699	299.5786977145321	2369212	0.29	2319	96	132316	None
1912855_Faecalimonas_umbilicata	88.22	0.58	Neural Network (Specific Model)	11	0.901	61767	318.65128205128207	2271777	0.42	2145	66	142068	None
216816_Bifidobacterium_longum	38.78	0.32	Neural Network (Specific Model)	11	0.887	9876	302.15869311551927	873770	0.6	857	117	29952	None
2293016_Clostridium_sp._AF37-5	79.96	2.39	Neural Network (Specific Model)	11	0.909	14423	314.151358950328	2207143	0.41	2134	198	64146	None
2293024_Clostridium_sp._AM22-11AC	78.41	0.59	Neural Network (Specific Model)	11	0.894	87760	335.5475059382423	2838649	0.44	2526	45	209481	None
2305242_Clostridium_sp._AM34-11AC	83.55	1.7	Neural Network (Specific Model)	11	0.859	28414	318.272972972973	2874567	0.49	2590	157	103412	None
242230_Eggerthella_sinensis	57.81	2.08	Neural Network (Specific Model)	11	0.901	12374	315.8022091819123	3041086	0.65	2897	310	74800	None
28026_Bifidobacterium_pseudocatenulatum	61.64	3.54	Neural Network (Specific Model)	11	0.896	88664	350.2471482889734	1231133	0.56	1052	19	178922	None
29466_Veillonella_parvula	62.52	3.98	Neural Network (Specific Model)	11	0.868	8637	297.45561719833563	1480404	0.38	1442	213	46044	None
3001914_Clostridium_sp._AM22-11AC	19.94	0.03	Neural Network (Specific Model)	11	0.884	116429	306.7018739352641	609616	0.45	587	7	144430	None
301301_Roseburia_hominis	89.98	3.38	Neural Network (Specific Model)	11	0.897	54832	335.59397915862604	2902375	0.49	2591	86	116550	None
