Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
100884_Coprobacillus_cateniformis	93.29	3.35	Gradient Boost (General Model)	11	0.892	17769	280.70440251572325	3296554	0.31	3498	266	71381	None
1150423_Bifidobacterium_dentium	17.37	0.0	Neural Network (Specific Model)	11	0.879	3061	264.2271844660194	463530	0.58	515	151	10577	None
1160721_Ruminococcus_bicirculans	92.17	3.69	Neural Network (Specific Model)	11	0.879	67651	322.75832252485947	2545198	0.43	2313	70	270978	None
1262769_Clostridium_sp._CAG:1013	82.57	5.15	Neural Network (Specific Model)	11	0.879	136490	318.3721292331646	2787085	0.52	2569	41	596116	None
1262784_Clostridium_sp._CAG:245	86.51	0.03	Neural Network (Specific Model)	11	0.846	14124	329.92182254196643	2437671	0.37	2085	234	47812	None
1262831_Clostridium_sp._CAG:678	26.99	2.5	Neural Network (Specific Model)	11	0.878	5487	280.6824769433465	726770	0.59	759	144	27658	None
1262882_Eubacterium_sp._CAG:180	92.18	1.03	Gradient Boost (General Model)	11	0.895	128266	315.27079843662756	1888479	0.46	1791	21	314140	None
1262887_Eubacterium_sp._CAG:252	99.37	3.97	Neural Network (Specific Model)	11	0.855	123206	334.2246543778802	3049288	0.37	2604	57	292688	None
1262897_Faecalibacterium_sp._CAG:74	96.6	1.08	Gradient Boost (General Model)	11	0.868	37525	334.50402046783626	3157427	0.58	2736	112	142813	None
1262911_Oscillibacter_sp._CAG:241	69.85	2.93	Gradient Boost (General Model)	11	0.886	73266	311.4742063492063	1591835	0.6	1512	32	169637	None
1263065_Clostridium_clostridioforme_CAG:132	55.62	2.24	Neural Network (Specific Model)	11	0.871	9656	277.3729813664596	3067367	0.49	3220	405	101016	None
1298595_Veillonella_rogosae	15.05	0.06	Neural Network (Specific Model)	11	0.858	3780	261.7987804878049	449839	0.39	492	120	20573	None
1311774_Acinetobacter_pittii	22.99	0.01	Neural Network (Specific Model)	11	0.868	14671	277.7173112338858	1040715	0.38	1086	111	40650	None
137838_Clostridium_neonatale	100.0	3.77	Neural Network (Specific Model)	11	0.836	33707	280.2915789473684	5722009	0.28	5700	316	281337	None
1547_Erysipelatoclostridium_ramosum	97.52	3.0	Gradient Boost (General Model)	11	0.883	58327	294.0459363957597	3667911	0.31	3679	138	166396	None
1579_Lactobacillus_acidophilus	16.12	0.34	Neural Network (Specific Model)	11	0.892	3500	245.80901856763927	311228	0.35	377	90	6625	None
