Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1114921_Citrobacter_werkmanii	11.04	0.0	Neural Network (Specific Model)	11	0.899	3402	272.4181117533719	471164	0.52	519	134	13155	None
1118058_Actinomyces_sp._ph3	94.18	2.31	Neural Network (Specific Model)	11	0.921	50161	346.0592105263158	1881342	0.56	1672	44	209964	None
1128111_Veillonella_atypica	21.49	0.86	Neural Network (Specific Model)	11	0.892	8385	303.0863453815261	506811	0.39	498	82	33025	None
1262779_Clostridium_sp._CAG:217	99.98	0.16	Gradient Boost (General Model)	11	0.905	530177	329.98523783488247	1996743	0.53	1829	8	700769	None
1263065_Clostridium_clostridioforme_CAG:132	99.66	2.73	Neural Network (Specific Model)	11	0.869	57309	308.96887249250636	4617300	0.5	4337	152	190995	None
1308_Streptococcus_thermophilus	94.37	0.29	Neural Network (Specific Model)	11	0.845	50369	264.3827623126338	1748149	0.39	1868	54	171103	None
1352_Enterococcus_faecium	93.04	1.6	Neural Network (Specific Model)	11	0.862	28251	297.4353628023353	2479020	0.38	2398	129	71644	None
1492_Clostridium_butyricum	24.5	0.19	Neural Network (Specific Model)	11	0.863	3261	268.7649857278782	981021	0.3	1051	301	10838	None
1502_Clostridium_perfringens	49.53	0.55	Neural Network (Specific Model)	11	0.839	3851	254.75668789808918	1428139	0.29	1570	386	12842	None
1532_Blautia_coccoides	99.88	2.36	Neural Network (Specific Model)	11	0.876	50750	303.12555555555554	4660081	0.46	4500	134	165826	None
1550024_Ruthenibacterium_lactatiformans	95.77	1.61	Gradient Boost (General Model)	11	0.872	63491	303.36650631389057	3464929	0.58	3326	102	172717	None
166486_Roseburia_intestinalis	87.24	0.78	Neural Network (Specific Model)	11	0.895	82159	337.7269650244453	3006836	0.43	2659	49	402713	None
1720194_Clostridium_sp._AT4	96.22	0.82	Gradient Boost (General Model)	11	0.908	179326	322.47075606276746	2980149	0.47	2804	29	325518	None
1912855_Faecalimonas_umbilicata	90.96	0.02	Neural Network (Specific Model)	11	0.898	108971	324.1869158878505	2428556	0.42	2247	30	240341	None
214856_Alistipes_finegoldii	99.93	0.59	Neural Network (Specific Model)	11	0.898	166213	355.3913198150124	3332733	0.58	2811	28	508582	None
2292372_Ruminococcus_sp._AM42-11	93.03	1.27	Neural Network (Specific Model)	11	0.869	83710	344.75402298850577	3617991	0.43	3045	88	248289	None
249061_uncultured_Actinomyces_sp.	11.03	0.01	Neural Network (Specific Model)	11	0.898	16964	329.35493827160496	355706	0.65	324	29	26731	None
28025_Bifidobacterium_animalis	99.6	1.99	Neural Network (Specific Model)	11	0.875	80742	355.0626582278481	1920107	0.6	1580	38	182102	None
292800_Flavonifractor_plautii	99.83	1.93	Neural Network (Specific Model)	11	0.886	91469	305.8525179856115	3447438	0.61	3336	65	174383	None
29361_Tyzzerella_nexilis	91.99	0.12	Neural Network (Specific Model)	11	0.917	65102	323.65975664713835	2343799	0.41	2219	51	241215	None
29466_Veillonella_parvula	27.18	0.07	Neural Network (Specific Model)	11	0.87	3883	290.14142857142855	699321	0.39	700	182	25223	None
3005404_Clostridium_sp._AT4	30.02	2.76	Gradient Boost (General Model)	11	0.897	53464	238.8080808080808	78975	0.47	99	3	53464	None
3016256_Citrobacter_werkmanii	17.98	0.18	Neural Network (Specific Model)	11	0.904	4354	290.17864476386035	936228	0.51	974	230	19634	None
3016562_Clostridium_paraputrificum	11.24	0.0	Neural Network (Specific Model)	11	0.857	3267	228.43835616438355	524421	0.29	657	158	15287	None
3016596_Klebsiella_oxytoca	22.48	0.07	Neural Network (Specific Model)	11	0.871	5565	271.3923728813559	1100370	0.54	1180	217	35435	None
3022406_uncultured_Clostridium_sp.	13.13	0.09	Neural Network (Specific Model)	11	0.871	11937	272.34328358208955	439228	0.28	469	64	45756	None
3025388_uncultured_Actinomyces_sp.	52.43	3.89	Neural Network (Specific Model)	11	0.879	5337	291.5197183098592	1411233	0.66	1420	305	19452	None
39483_Faecalitalea_cylindroides	78.75	0.54	Neural Network (Specific Model)	11	0.895	140286	318.6544715447154	2361988	0.37	2214	39	328934	None
39777_Veillonella_atypica	53.97	1.39	Neural Network (Specific Model)	11	0.889	12394	287.33272227314393	1055979	0.39	1091	113	52472	None
43675_Rothia_mucilaginosa	80.01	0.26	Neural Network (Specific Model)	11	0.841	27676	348.9193324061196	1789529	0.6	1438	80	96715	None
48296_Acinetobacter_pittii	99.99	0.06	Neural Network (Specific Model)	11	0.878	78875	302.29662144187284	3880083	0.39	3759	69	273013	None
571_Klebsiella_oxytoca	66.4	0.93	Neural Network (Specific Model)	11	0.886	19321	305.7248520710059	4189895	0.56	4056	267	96053	None
84031_Clostridium_sartagoforme	89.36	2.02	Neural Network (Specific Model)	11	0.846	28419	305.2560664112388	3386049	0.28	3132	194	85477	None
853_Faecalibacterium_prausnitzii	69.08	0.09	Neural Network (Specific Model)	11	0.863	106363	321.85772634445203	1641818	0.59	1469	24	286021	None
888746_Streptococcus_peroris	20.78	0.04	Neural Network (Specific Model)	11	0.907	2921	261.8301886792453	366599	0.4	424	122	5729	None
