Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1118058_Actinomyces_sp._ph3	93.28	0.9	Neural Network (Specific Model)	11	0.921	57771	347.2845921450151	1869287	0.56	1655	57	127497	None
1262785_Clostridium_sp._CAG:253	99.8	0.22	Neural Network (Specific Model)	11	0.902	85903	316.97931747673215	3053355	0.43	2901	72	238826	None
1262887_Eubacterium_sp._CAG:252	99.96	0.21	Neural Network (Specific Model)	11	0.852	87846	333.0019349845201	3027385	0.37	2584	51	196468	None
1308_Streptococcus_thermophilus	93.79	4.62	Neural Network (Specific Model)	11	0.844	34005	261.0392670157068	1768463	0.39	1910	83	104499	None
1318_Streptococcus_parasanguinis	12.57	0.62	Neural Network (Specific Model)	11	0.902	4944	267.88018433179724	385733	0.41	434	86	23795	None
1353_Enterococcus_gallinarum	99.4	4.34	Neural Network (Specific Model)	11	0.873	115883	306.7217421361908	3043198	0.41	2893	40	392795	None
1547_Erysipelatoclostridium_ramosum	100.0	3.23	Gradient Boost (General Model)	11	0.889	99786	303.68054325361675	3466289	0.31	3387	51	307149	None
1579_Lactobacillus_acidophilus	75.72	0.66	Neural Network (Specific Model)	11	0.899	11710	290.21755971594575	1498748	0.34	1549	154	55784	None
1590_Lactiplantibacillus_plantarum	53.44	0.4	Neural Network (Specific Model)	11	0.848	8485	275.09413754227734	1723084	0.45	1774	229	46770	None
1597_Lacticaseibacillus_paracasei	86.56	0.2	Neural Network (Specific Model)	11	0.851	20894	288.6202959830867	2401109	0.47	2365	158	72843	None
165185_uncultured_Eubacterium_sp.	96.27	0.19	Gradient Boost (General Model)	11	0.887	75782	304.2697724810401	1898324	0.31	1846	41	163160	None
1739406_Actinomyces_sp._HMSC035G02	23.87	0.21	Neural Network (Specific Model)	11	0.924	3931	290.31067961165047	581810	0.66	618	154	10531	None
1776391_Romboutsia_timonensis	92.51	1.27	Neural Network (Specific Model)	11	0.846	20541	284.5035408125233	2704446	0.27	2683	206	99511	None
2126740_Clostridium_fessum	87.02	0.0	Neural Network (Specific Model)	11	0.867	70050	336.584392810171	2652509	0.49	2281	55	144153	None
216816_Bifidobacterium_longum	58.77	1.77	Neural Network (Specific Model)	11	0.874	12139	317.7081081081081	1612008	0.6	1480	189	38519	None
