Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1128111_Veillonella_atypica	14.45	0.01	Neural Network (Specific Model)	11	0.894	5753	300.89073634204277	424658	0.36	421	79	86346	None
1140002_Enterococcus_avium	41.89	1.53	Neural Network (Specific Model)	11	0.865	12243	267.71129220023283	1593418	0.39	1718	194	35268	None
1262785_Clostridium_sp._CAG:253	79.75	2.77	Neural Network (Specific Model)	11	0.863	10245	308.8267383787937	2789438	0.37	2603	335	41387	None
1262792_Clostridium_sp._CAG:299	89.59	3.47	Gradient Boost (General Model)	11	0.886	37794	310.3005366726297	2929946	0.49	2795	128	125934	None
1262915_Phascolarctobacterium_sp._CAG:266	99.18	0.23	Gradient Boost (General Model)	11	0.897	129572	310.8024691358025	1932751	0.46	1863	27	333548	None
1358_Lactococcus_lactis	99.65	3.25	Neural Network (Specific Model)	11	0.868	71791	286.48930377285103	2543010	0.35	2571	79	217676	None
1414721_Clostridium_jeddahense	31.84	3.89	Neural Network (Specific Model)	11	0.877	2948	240.59595202398802	1094987	0.5	1334	369	7738	None
1473216_Senegalimassilia_anaerobia	89.41	0.02	Neural Network (Specific Model)	11	0.863	106600	347.08984830805133	2066232	0.62	1714	33	178957	None
150055_Streptococcus_lutetiensis	91.12	3.24	Neural Network (Specific Model)	11	0.875	62646	283.5624321389794	1787987	0.37	1842	50	183534	None
1547_Erysipelatoclostridium_ramosum	92.51	2.76	Gradient Boost (General Model)	11	0.882	105758	305.98417721518985	3281589	0.31	3160	54	206790	None
1597_Lacticaseibacillus_paracasei	89.85	2.42	Neural Network (Specific Model)	11	0.854	20623	292.31344356578	2852790	0.46	2782	187	60964	None
1613_Limosilactobacillus_fermentum	99.33	0.02	Neural Network (Specific Model)	11	0.872	30935	287.21604278074864	1844346	0.52	1870	87	147899	None
165185_uncultured_Eubacterium_sp.	86.36	0.96	Neural Network (Specific Model)	11	0.911	53693	329.81627796287484	2279488	0.37	2101	73	111714	None
1653434_Sellimonas_intestinalis	95.04	2.6	Gradient Boost (General Model)	11	0.902	145906	316.985200845666	2985090	0.45	2838	34	257980	None
1720194_Clostridium_sp._AT4	92.71	2.98	Gradient Boost (General Model)	11	0.906	78917	325.36303630363034	2933578	0.47	2727	55	208254	None
1776392_Massilimicrobiota_timonensis	99.49	0.0	Neural Network (Specific Model)	11	0.903	86383	349.5578947368421	2756014	0.38	2375	55	246232	None
184870_Varibaculum_cambriense	99.9	0.56	Neural Network (Specific Model)	11	0.903	211300	351.61742642815926	2020285	0.53	1733	23	336883	None
187326_Megasphaera_micronuciformis	99.78	0.0	Neural Network (Specific Model)	11	0.91	167937	319.5	1742055	0.45	1656	16	408465	None
216816_Bifidobacterium_longum	63.57	4.01	Neural Network (Specific Model)	11	0.874	19766	321.84311050477487	1616322	0.6	1466	117	85761	None
2293049_Clostridium_sp._OM08-29	90.56	0.45	Gradient Boost (General Model)	11	0.888	52773	333.2698275862069	2606539	0.48	2320	96	133610	None
2293127_Roseburia_sp._AF12-17LB	46.07	0.85	Neural Network (Specific Model)	11	0.907	11030	306.2857142857143	1761482	0.47	1743	206	111800	None
2293210_Ruminococcus_sp._AM36-2AA	75.97	1.66	Neural Network (Specific Model)	11	0.882	21464	314.1720833333333	2559418	0.45	2400	177	69845	None
239935_Akkermansia_muciniphila	96.46	0.21	Neural Network (Specific Model)	11	0.883	181005	351.5990888382688	2617689	0.56	2195	25	355265	None
244366_Klebsiella_variicola	76.84	4.46	Neural Network (Specific Model)	11	0.885	12956	292.4373897707231	4486156	0.58	4536	473	63635	None
261299_Intestinibacter_bartlettii	19.07	0.01	Neural Network (Specific Model)	11	0.855	4346	290.011655011655	436028	0.3	429	104	14182	None
28111_Bacteroides_eggerthii	91.95	0.11	Neural Network (Specific Model)	11	0.908	147000	368.32528230865745	3875367	0.45	3188	59	441623	None
29361_Tyzzerella_nexilis	89.31	2.57	Neural Network (Specific Model)	11	0.902	21994	310.4065934065934	2530730	0.4	2457	179	83192	None
3013437_Citrobacter_youngae	11.33	0.01	Neural Network (Specific Model)	11	0.906	2922	256.60869565217394	624207	0.52	736	215	8015	None
3016141_Citrobacter_farmeri	21.05	0.0	Neural Network (Specific Model)	11	0.891	4388	277.4211055276382	928137	0.53	995	208	87389	None
3016596_Klebsiella_oxytoca	49.47	4.25	Neural Network (Specific Model)	11	0.883	4519	271.55060606060607	3040539	0.56	3300	713	23506	None
3027954_Schaalia_turicensis	15.61	0.0	Neural Network (Specific Model)	11	0.909	2851	272.39651416122007	411758	0.58	459	143	7949	None
31971_Amedibacillus_dolichus	90.03	0.88	Neural Network (Specific Model)	11	0.889	65411	297.8545647558386	1889101	0.38	1884	37	135880	None
33945_Enterococcus_avium	57.53	0.82	Neural Network (Specific Model)	11	0.875	18566	286.7240723120837	2062372	0.4	2102	144	47137	None
360807_Roseburia_inulinivorans	81.32	0.49	Neural Network (Specific Model)	11	0.887	22454	312.17434715821815	2744978	0.41	2604	179	111607	None
39777_Veillonella_atypica	80.72	5.01	Neural Network (Specific Model)	11	0.885	9095	289.890756302521	1751961	0.39	1785	228	35427	None
39778_Veillonella_dispar	44.39	1.6	Neural Network (Specific Model)	11	0.887	5781	280.17186183656275	1122573	0.38	1187	204	76063	None
40520_Blautia_obeum	83.87	2.15	Neural Network (Specific Model)	11	0.861	16967	303.69687197678167	3276722	0.41	3101	284	58805	None
40545_Sutterella_wadsworthensis	96.28	1.51	Gradient Boost (General Model)	11	0.868	110313	357.7906976744186	2815026	0.55	2279	40	317098	None
410072_Coprococcus_comes	89.69	3.83	Neural Network (Specific Model)	11	0.883	59117	318.05415460934273	2610708	0.43	2419	68	318680	None
525338_Lactiplantibacillus_plantarum	32.12	0.13	Neural Network (Specific Model)	11	0.854	2916	242.77731092436974	809772	0.45	952	272	12943	None
562_Escherichia_coli	100.0	4.35	Neural Network (Specific Model)	11	0.886	48374	313.0549902576315	4890848	0.51	4619	145	142415	None
571_Klebsiella_oxytoca	10.28	0.0	Neural Network (Specific Model)	11	0.896	6749	297.58181818181816	820713	0.56	825	126	27016	None
585394_Roseburia_hominis	12.41	0.0	Neural Network (Specific Model)	11	0.912	77958	357.2264705882353	398953	0.48	340	13	195873	None
649757_Anaerostipes_hadrus	10.16	0.0	Neural Network (Specific Model)	11	0.909	2916	256.25894736842105	400901	0.37	475	136	11760	None
67824_Citrobacter_farmeri	54.93	0.7	Neural Network (Specific Model)	11	0.89	14178	297.7365004426084	3392983	0.53	3389	299	74671	None
706562_Lactobacillus_rogosae	97.42	0.96	Neural Network (Specific Model)	11	0.882	136433	335.19802424786707	2536534	0.36	2227	32	341813	None
820_Bacteroides_uniformis	89.58	1.77	Neural Network (Specific Model)	11	0.91	174965	364.29815883484474	4366239	0.47	3639	48	423300	None
823_Parabacteroides_distasonis	99.71	2.88	Neural Network (Specific Model)	11	0.914	148058	365.82872928176795	4557262	0.45	3801	52	404981	None
83427_uncultured_Streptococcus_sp.	91.76	0.34	Neural Network (Specific Model)	11	0.884	24811	305.7222520107239	1930765	0.42	1865	104	80304	None
