Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1110546_Veillonella_tobetsuensis	12.5	0.04	Neural Network (Specific Model)	11	0.895	3064	261.4858757062147	309466	0.39	354	101	7722	None
1118057_Peptoniphilus_grossensis	12.04	0.01	Neural Network (Specific Model)	11	0.896	3029	250.90557939914163	195306	0.33	233	64	6246	None
1128111_Veillonella_atypica	14.27	0.18	Neural Network (Specific Model)	11	0.889	4082	311.4861111111111	453722	0.38	432	113	26071	None
1134687_Klebsiella_michiganensis	95.87	1.22	Neural Network (Specific Model)	11	0.885	70257	317.94721021980087	5730794	0.56	5323	125	235640	None
1150298_Fusicatenibacter_saccharivorans	85.97	0.14	Neural Network (Specific Model)	11	0.884	79932	334.03181076672104	2774378	0.48	2452	45	171905	None
1193534_uncultured_Flavonifractor_sp.	86.25	3.34	Gradient Boost (General Model)	11	0.866	17423	278.08434821831304	2131815	0.6	2217	156	74081	None
1318_Streptococcus_parasanguinis	52.73	0.67	Neural Network (Specific Model)	11	0.899	7803	280.1048689138577	1245975	0.42	1335	183	28315	None
1334_Streptococcus_dysgalactiae	28.13	0.06	Neural Network (Specific Model)	11	0.886	4106	253.42934782608697	630654	0.4	736	163	11926	None
1351_Enterococcus_faecalis	94.46	0.16	Neural Network (Specific Model)	11	0.887	56593	303.14834742505764	2664738	0.37	2602	71	140634	None
1358_Lactococcus_lactis	16.69	0.02	Neural Network (Specific Model)	11	0.886	2648	237.6596638655462	382196	0.35	476	131	14304	None
1359_Lactococcus_lactis	24.25	0.37	Neural Network (Specific Model)	11	0.863	2871	229.47058823529412	568351	0.36	714	197	6550	None
150055_Streptococcus_lutetiensis	94.88	3.67	Neural Network (Specific Model)	11	0.874	51985	284.609022556391	1815104	0.37	1862	48	134294	None
1547_Erysipelatoclostridium_ramosum	99.09	4.11	Gradient Boost (General Model)	11	0.888	123377	309.3332241153342	3185752	0.31	3052	35	320302	None
169435_Anaerotruncus_colihominis	96.72	0.26	Gradient Boost (General Model)	11	0.877	69489	305.41543997383053	3189190	0.55	3057	75	183521	None
1776391_Romboutsia_timonensis	70.54	2.58	Neural Network (Specific Model)	11	0.85	4842	257.62275157997084	1867515	0.27	2057	405	35620	None
1912855_Faecalimonas_umbilicata	84.83	1.66	Neural Network (Specific Model)	11	0.898	57775	310.69882448317793	2556668	0.42	2467	72	170511	None
2040291_Dorea_phocaeensis	87.38	3.23	Neural Network (Specific Model)	11	0.916	73228	321.2023980815348	2188150	0.43	2085	51	269672	None
261299_Intestinibacter_bartlettii	71.74	1.3	Gradient Boost (General Model)	11	0.86	6478	276.3832098765432	1951497	0.28	2025	337	20245	None
28025_Bifidobacterium_animalis	87.09	1.11	Neural Network (Specific Model)	11	0.877	31889	349.60735785953176	1785105	0.61	1495	79	114168	None
28026_Bifidobacterium_pseudocatenulatum	54.98	0.33	Neural Network (Specific Model)	11	0.902	371156	351.4236343366778	1047302	0.57	897	4	372313	None
292800_Flavonifractor_plautii	99.77	4.4	Neural Network (Specific Model)	11	0.883	93305	304.3559659090909	3632494	0.61	3520	72	265357	None
29361_Tyzzerella_nexilis	91.2	1.88	Neural Network (Specific Model)	11	0.914	52426	314.59555555555556	2783408	0.4	2700	131	136197	None
3009494_Dorea_phocaeensis	10.16	0.0	Neural Network (Specific Model)	11	0.887	55482	302.8636363636364	224887	0.42	220	9	74002	None
3013458_uncultured_Flavonifractor_sp.	10.28	0.01	Neural Network (Specific Model)	11	0.841	49450	271.6264591439689	248481	0.55	257	32	80811	None
3018434_Streptococcus_dysgalactiae	19.77	0.06	Neural Network (Specific Model)	11	0.882	2924	239.37575757575758	402074	0.39	495	131	7951	None
3025388_uncultured_Actinomyces_sp.	14.53	0.01	Neural Network (Specific Model)	11	0.89	2955	273.8503184713376	578463	0.66	628	194	7008	None
3027591_Schaalia_odontolytica	12.41	0.0	Neural Network (Specific Model)	11	0.934	3802	275.2735042735043	310036	0.65	351	82	11821	None
3028544_Clostridium_sartagoforme	12.5	0.0	Neural Network (Specific Model)	11	0.846	2685	250.81191806331472	476943	0.29	537	172	7103	None
360807_Roseburia_inulinivorans	100.0	2.6	Neural Network (Specific Model)	11	0.88	62888	315.7253805529668	3458463	0.41	3219	92	197544	None
37734_Enterococcus_casseliflavus	99.96	2.73	Neural Network (Specific Model)	11	0.881	49101	308.3435867672664	3614390	0.43	3446	112	152728	None
39488_Anaerobutyricum_hallii	85.17	0.55	Neural Network (Specific Model)	11	0.856	42032	325.18831822759313	3391157	0.42	2979	125	132210	None
40545_Sutterella_wadsworthensis	96.77	2.02	Gradient Boost (General Model)	11	0.867	84266	351.0224766751484	2861214	0.55	2358	61	288725	None
47715_Lacticaseibacillus_rhamnosus	98.99	0.11	Neural Network (Specific Model)	11	0.851	26239	296.4242309153057	2744903	0.47	2633	139	96050	None
562_Escherichia_coli	81.68	0.27	Neural Network (Specific Model)	11	0.884	182545	316.1020408163265	3990614	0.5	3724	42	343070	None
59620_uncultured_Clostridium_sp.	93.97	4.73	Neural Network (Specific Model)	11	0.856	29704	300.3297831875238	2763429	0.27	2629	171	94513	None
649756_Anaerostipes_hadrus	48.32	1.58	Neural Network (Specific Model)	11	0.899	79469	322.013198757764	1381717	0.37	1288	18	317009	None
84112_Eggerthella_lenta	99.96	0.03	Neural Network (Specific Model)	11	0.873	72304	339.1685022026432	3170875	0.64	2724	68	184313	None
853_Faecalibacterium_prausnitzii	99.88	2.89	Neural Network (Specific Model)	11	0.862	207808	319.51139117789626	2290132	0.6	2063	31	612805	None
