Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
100884_Coprobacillus_cateniformis	98.85	0.81	Gradient Boost (General Model)	11	0.892	68622	293.9032076533483	3505708	0.31	3554	79	237846	None
1035839_Haemophilus_sputorum	34.34	0.02	Neural Network (Specific Model)	11	0.9	3062	242.27611940298507	648363	0.4	804	216	7340	None
105841_Anaerostipes_caccae	100.0	1.28	Neural Network (Specific Model)	11	0.905	785139	307.5048942216609	3222823	0.44	3167	13	1003554	None
1118058_Actinomyces_sp._ph3	34.49	1.05	Neural Network (Specific Model)	11	0.928	3819	290.2351387054161	709170	0.56	757	195	15023	None
1128111_Veillonella_atypica	16.92	0.02	Neural Network (Specific Model)	11	0.873	5546	291.0	523054	0.38	524	110	22148	None
1134687_Klebsiella_michiganensis	21.52	0.32	Neural Network (Specific Model)	11	0.868	9086	268.0221112696148	1295180	0.54	1402	191	72539	None
1150298_Fusicatenibacter_saccharivorans	81.09	0.11	Neural Network (Specific Model)	11	0.885	156498	340.0655668358714	2719484	0.48	2364	25	340551	None
1190620_Atopobium_sp._ICM42b	97.36	0.17	Neural Network (Specific Model)	11	0.883	88510	344.92375601926165	1458550	0.48	1246	34	143939	None
1254_Pediococcus_acidilactici	99.93	0.92	Neural Network (Specific Model)	11	0.876	334401	313.63097294185377	1863988	0.42	1737	9	419446	None
1298595_Veillonella_rogosae	12.61	0.0	Neural Network (Specific Model)	11	0.868	3686	283.9131455399061	417086	0.39	426	111	27059	None
1308_Streptococcus_thermophilus	89.33	3.59	Neural Network (Specific Model)	11	0.847	23121	255.47928331466966	1612018	0.39	1786	108	57850	None
1311774_Acinetobacter_pittii	69.34	1.04	Neural Network (Specific Model)	11	0.882	10027	282.90971969421184	2640790	0.39	2747	375	99141	None
1318_Streptococcus_parasanguinis	47.36	2.44	Neural Network (Specific Model)	11	0.894	4087	256.8133102852204	995246	0.42	1157	264	17389	None
133448_Citrobacter_youngae	33.13	0.52	Neural Network (Specific Model)	11	0.887	7324	284.9037974683544	1899276	0.52	1975	304	36087	None
1353_Enterococcus_gallinarum	100.0	3.15	Neural Network (Specific Model)	11	0.872	195990	303.131441617743	3190600	0.41	3066	30	709218	None
1358_Lactococcus_lactis	100.0	0.27	Neural Network (Specific Model)	11	0.87	136954	290.40113452188007	2466338	0.35	2468	43	229795	None
1499683_Clostridium_sp._CL-6	51.05	1.97	Neural Network (Specific Model)	11	0.859	4128	254.2661647475642	2001500	0.33	2258	502	14657	None
1502_Clostridium_perfringens	98.94	0.22	Neural Network (Specific Model)	11	0.846	134632	310.58026701400195	3378216	0.28	3071	42	397016	None
1547_Erysipelatoclostridium_ramosum	96.57	3.28	Gradient Boost (General Model)	11	0.886	127998	305.421954887218	3432232	0.31	3325	51	340127	None
159268_uncultured_Veillonella_sp.	33.25	0.54	Neural Network (Specific Model)	11	0.882	5585	271.2566560170394	864438	0.38	939	168	43318	None
1596_Lactobacillus_gasseri	99.97	0.31	Neural Network (Specific Model)	11	0.909	100608	309.69420215495126	1989481	0.35	1949	36	171706	None
1597_Lacticaseibacillus_paracasei	99.01	0.3	Neural Network (Specific Model)	11	0.855	76871	297.9365363929724	2910858	0.46	2789	70	213613	None
1653434_Sellimonas_intestinalis	96.52	1.24	Gradient Boost (General Model)	11	0.901	259598	317.0197947214076	2872277	0.45	2728	14	438525	None
1681_Bifidobacterium_bifidum	83.81	4.25	Neural Network (Specific Model)	11	0.86	44061	341.51191242755954	1848051	0.63	1553	62	95113	None
1685_Bifidobacterium_breve	76.5	0.58	Neural Network (Specific Model)	11	0.875	20000	323.76118375774263	1610783	0.59	1453	123	47260	None
169435_Anaerotruncus_colihominis	89.35	2.41	Gradient Boost (General Model)	11	0.88	23472	304.0995077355837	2942855	0.55	2844	162	86769	None
1759399_Streptococcus_sp._A12	37.06	0.21	Neural Network (Specific Model)	11	0.9	5973	270.6298076923077	748651	0.43	832	132	45082	None
1776391_Romboutsia_timonensis	32.82	1.71	Neural Network (Specific Model)	11	0.845	4102	240.25985844287158	842820	0.28	989	211	25056	None
184870_Varibaculum_cambriense	95.95	0.79	Neural Network (Specific Model)	11	0.897	168086	358.10370370370373	2098495	0.53	1755	22	486414	None
187326_Megasphaera_micronuciformis	98.46	0.2	Neural Network (Specific Model)	11	0.911	163554	323.98553459119495	1692963	0.46	1590	16	658693	None
1965654_Lachnoclostridium_sp._An76	99.43	1.12	Neural Network (Specific Model)	11	0.888	99850	338.42467718794836	3182478	0.51	2788	60	296574	None
