Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1028307_Klebsiella_aerogenes	32.78	3.15	Neural Network (Specific Model)	11	0.876	26948	297.8979464841319	1636677	0.55	1607	123	126757	None
1241616_Staphylococcus_aureus	10.83	0.0	Neural Network (Specific Model)	11	0.841	2661	246.55754475703324	343136	0.33	391	127	5546	None
1351_Enterococcus_faecalis	100.0	0.08	Neural Network (Specific Model)	11	0.887	113070	308.07243163340723	2816937	0.38	2706	34	372180	None
137838_Clostridium_neonatale	100.0	4.69	Neural Network (Specific Model)	11	0.833	38830	286.3518555667001	5135676	0.28	4985	200	211474	None
1496_Clostridioides_difficile	90.48	1.35	Neural Network (Specific Model)	11	0.843	29261	308.25254949010196	3655324	0.28	3334	175	115009	None
1502_Clostridium_perfringens	91.8	0.36	Neural Network (Specific Model)	11	0.842	13320	293.6928879310345	2910521	0.28	2784	295	47355	None
1685_Bifidobacterium_breve	62.16	0.25	Neural Network (Specific Model)	11	0.879	18597	327.10504201680675	1326265	0.59	1190	90	86509	None
216816_Bifidobacterium_longum	82.06	2.91	Neural Network (Specific Model)	11	0.871	34303	321.42335766423355	1968834	0.6	1781	102	114857	None
28037_Streptococcus_mitis	49.41	0.21	Neural Network (Specific Model)	11	0.894	11940	286.7228805834093	1053520	0.4	1097	119	40046	None
3016542_Klebsiella_grimontii	14.91	0.15	Neural Network (Specific Model)	11	0.887	38541	317.3281972265023	695803	0.56	649	46	81470	None
3019990_Atlantibacter_hermannii	29.52	0.87	Neural Network (Specific Model)	11	0.888	25315	311.06600660066005	1271991	0.55	1212	107	120552	None
435842_Streptococcus_sp._C150	96.83	2.17	Neural Network (Specific Model)	11	0.881	67948	311.8572131954702	2153511	0.4	2031	61	156013	None
43675_Rothia_mucilaginosa	88.44	0.76	Neural Network (Specific Model)	11	0.84	19552	342.8939393939394	1938881	0.61	1584	142	53527	None
47715_Lacticaseibacillus_rhamnosus	88.9	0.07	Neural Network (Specific Model)	11	0.854	50636	302.1822916666667	2645359	0.47	2496	76	99089	None
500634_Bifidobacterium_bifidum	26.86	3.57	Neural Network (Specific Model)	11	0.871	45205	315.48922413793105	503601	0.63	464	14	69858	None
518634_Bifidobacterium_breve	24.29	0.45	Neural Network (Specific Model)	11	0.869	31001	319.71714922049	494825	0.59	449	37	49514	None
546_Citrobacter_freundii	52.82	0.79	Neural Network (Specific Model)	11	0.888	9431	297.4149803684687	3318301	0.52	3311	455	76800	None
548_Klebsiella_aerogenes	53.44	0.69	Neural Network (Specific Model)	11	0.892	18198	302.09714889123546	2881714	0.55	2841	228	196474	None
565_Atlantibacter_hermannii	68.59	0.69	Neural Network (Specific Model)	11	0.885	19206	298.1475976494988	2916898	0.54	2893	221	124842	None
573_Klebsiella_pneumoniae	65.85	3.51	Neural Network (Specific Model)	11	0.883	27897	301.9297615995898	3992712	0.57	3901	234	243623	None
59620_uncultured_Clostridium_sp.	49.61	0.31	Gradient Boost (General Model)	11	0.874	4257	270.30650887573967	1567121	0.28	1690	374	16992	None
68891_Streptococcus_peroris	16.88	0.02	Neural Network (Specific Model)	11	0.917	12763	293.52472527472526	348693	0.4	364	30	25379	None
712310_Haemophilus_sp._oral_taxon_036	68.24	2.96	Neural Network (Specific Model)	11	0.902	7308	273.1895465994962	1441526	0.38	1588	227	24658	None
888746_Streptococcus_peroris	39.1	2.17	Neural Network (Specific Model)	11	0.896	5749	261.11392405063293	758382	0.39	869	156	16290	None
