Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1241616_Staphylococcus_aureus	10.48	0.0	Neural Network (Specific Model)	11	0.849	2648	250.32647058823528	300281	0.34	340	110	7573	None
131110_Schaalia_radingae	29.09	0.02	Neural Network (Specific Model)	11	0.907	6899	305.4890756302521	599650	0.6	595	100	22653	None
131111_Schaalia_turicensis	23.82	0.56	Neural Network (Specific Model)	11	0.889	102863	268.4627133872417	1005825	0.56	1113	21	205954	None
1351_Enterococcus_faecalis	96.25	2.96	Neural Network (Specific Model)	11	0.886	130737	317.91048387096777	2667306	0.38	2480	41	258524	None
1352_Enterococcus_faecium	89.72	1.07	Neural Network (Specific Model)	11	0.855	31771	291.65395772896807	2464187	0.38	2413	120	95953	None
1353_Enterococcus_gallinarum	45.14	0.36	Neural Network (Specific Model)	11	0.882	6623	276.83020231213874	1301402	0.41	1384	219	24729	None
1354_Enterococcus_hirae	87.61	0.19	Neural Network (Specific Model)	11	0.841	52499	305.62677572105036	2527496	0.37	2323	83	163240	None
1382_Lancefieldella_parvula	64.6	2.99	Neural Network (Specific Model)	11	0.896	15692	320.6842639593909	1056299	0.46	985	85	53637	None
1496_Clostridioides_difficile	94.24	2.87	Neural Network (Specific Model)	11	0.841	20573	297.30679029179163	3884314	0.28	3667	285	62648	None
1502_Clostridium_perfringens	96.89	1.2	Neural Network (Specific Model)	11	0.845	49232	308.04934640522873	3342485	0.28	3060	108	141256	None
1547_Erysipelatoclostridium_ramosum	100.0	2.89	Gradient Boost (General Model)	11	0.88	110555	300.22187321530555	3575616	0.31	3502	76	349515	None
1685_Bifidobacterium_breve	94.76	2.66	Neural Network (Specific Model)	11	0.875	58251	331.5712058212058	2183273	0.59	1924	61	171069	None
2107999_Lactobacillus_paragasseri	99.78	0.02	Neural Network (Specific Model)	11	0.91	191807	320.1964692482916	1850800	0.35	1756	16	474269	None
216816_Bifidobacterium_longum	60.58	0.45	Neural Network (Specific Model)	11	0.874	9605	302.123439667129	1493819	0.6	1442	184	54788	None
244366_Klebsiella_variicola	72.76	0.57	Neural Network (Specific Model)	11	0.891	6124	278.03620329542815	4023984	0.58	4309	741	43041	None
249061_uncultured_Actinomyces_sp.	75.12	0.11	Neural Network (Specific Model)	11	0.924	182042	346.1276252019386	1389216	0.56	1238	16	329163	None
292800_Flavonifractor_plautii	81.27	0.98	Neural Network (Specific Model)	11	0.887	92929	306.1219834710744	3126320	0.62	3025	62	227482	None
29363_Clostridium_paraputrificum	95.63	0.73	Neural Network (Specific Model)	11	0.888	28893	288.94691254540373	3487937	0.3	3579	182	121822	None
3020326_Enterococcus_gallinarum	28.24	1.27	Neural Network (Specific Model)	11	0.874	5234	272.94402583423033	869021	0.41	929	197	19816	None
3026596_Schaalia_radingae	19.35	0.0	Neural Network (Specific Model)	11	0.924	4065	290.1861252115059	555495	0.59	591	142	11048	None
3029149_Schaalia_radingae	14.78	0.0	Neural Network (Specific Model)	11	0.903	5255	304.1588235294118	513889	0.59	510	108	22186	None
33945_Enterococcus_avium	92.97	2.42	Neural Network (Specific Model)	11	0.865	45897	289.0348345359542	4021436	0.39	4019	148	177512	None
39486_Dorea_formicigenerans	99.97	1.49	Neural Network (Specific Model)	11	0.878	63096	296.8667273831208	3331778	0.4	3294	102	162157	None
40545_Sutterella_wadsworthensis	43.81	0.01	Neural Network (Specific Model)	11	0.883	3407	280.99612403100775	1229361	0.56	1290	359	50095	None
435842_Streptococcus_sp._C150	96.59	1.36	Neural Network (Specific Model)	11	0.883	54000	312.91804151144225	1994489	0.4	1879	68	169830	None
47715_Lacticaseibacillus_rhamnosus	99.94	0.06	Neural Network (Specific Model)	11	0.851	66996	299.8289575289575	2731543	0.47	2590	57	210792	None
521095_Lancefieldella_parvula	12.77	0.0	Neural Network (Specific Model)	11	0.919	6360	310.46543778801845	219427	0.44	217	36	37203	None
562_Escherichia_coli	91.3	2.23	Neural Network (Specific Model)	11	0.886	13056	292.9973519499278	4116277	0.51	4154	438	58373	None
68891_Streptococcus_peroris	36.37	0.4	Neural Network (Specific Model)	11	0.901	6090	272.8658854166667	696495	0.38	768	124	17383	None
747375_uncultured_Solobacterium_sp.	99.07	1.22	Neural Network (Specific Model)	11	0.91	79160	301.9182389937107	2209796	0.39	2226	47	128617	None
817_Bacteroides_fragilis	99.91	0.55	Neural Network (Specific Model)	11	0.895	212116	352.4419673638244	5133057	0.43	4351	44	622465	None
83427_uncultured_Streptococcus_sp.	99.97	3.48	Neural Network (Specific Model)	11	0.885	45829	307.38437336130045	1983449	0.42	1907	66	107371	None
84112_Eggerthella_lenta	99.97	0.22	Neural Network (Specific Model)	11	0.875	92067	337.19027334043307	3253583	0.64	2817	57	237519	None
888746_Streptococcus_peroris	19.59	0.01	Neural Network (Specific Model)	11	0.893	2924	246.39310344827587	359583	0.39	435	120	7354	None
