Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1028307_Klebsiella_aerogenes	14.38	0.0	Neural Network (Specific Model)	11	0.889	2864	256.65125495376486	654292	0.56	757	206	15452	None
1096246_Hungatella_effluvii	48.65	0.31	Neural Network (Specific Model)	11	0.902	4689	285.48923369221023	2993212	0.49	3158	699	29882	None
1150298_Fusicatenibacter_saccharivorans	19.7	0.0	Neural Network (Specific Model)	11	0.885	87034	350.97035881435255	760839	0.46	641	19	114541	None
1150423_Bifidobacterium_dentium	10.13	3.09	Neural Network (Specific Model)	11	0.895	52173	323.03146853146853	309330	0.59	286	8	66747	None
1262793_Clostridium_sp._CAG:302	43.26	0.01	Neural Network (Specific Model)	11	0.909	4114	284.4122605363985	1223491	0.39	1305	292	16722	None
1262889_Eubacterium_sp._CAG:38	99.36	3.2	Neural Network (Specific Model)	11	0.893	203374	328.0711264898116	2862771	0.42	2601	27	283814	None
1308_Streptococcus_thermophilus	77.22	1.61	Neural Network (Specific Model)	11	0.845	9468	244.9725442342892	1422602	0.39	1639	189	27122	None
1547_Erysipelatoclostridium_ramosum	93.93	3.91	Gradient Boost (General Model)	11	0.887	69547	305.16739939127496	3045358	0.31	2957	63	172271	None
1579_Lactobacillus_acidophilus	74.68	0.4	Neural Network (Specific Model)	11	0.898	8350	276.1298245614035	1312785	0.34	1425	187	33053	None
1580_Levilactobacillus_brevis	99.97	0.06	Neural Network (Specific Model)	11	0.871	194471	295.5639983746444	2501929	0.46	2461	16	493748	None
1590_Lactiplantibacillus_plantarum	55.04	0.39	Neural Network (Specific Model)	11	0.848	6085	270.33577023498697	1829073	0.45	1915	324	26305	None
1598_Limosilactobacillus_reuteri	85.95	0.18	Neural Network (Specific Model)	11	0.877	16438	290.38808664259926	1648853	0.39	1662	121	64112	None
1628085_Agathobaculum_butyriciproducens	98.73	0.51	Gradient Boost (General Model)	11	0.848	62499	310.7177554438861	2619561	0.55	2388	67	194915	None
1776391_Romboutsia_timonensis	90.07	3.36	Neural Network (Specific Model)	11	0.848	9823	270.41663585951943	2584609	0.27	2705	338	34210	None
187326_Megasphaera_micronuciformis	99.52	0.03	Neural Network (Specific Model)	11	0.909	195969	319.62613784135243	1619834	0.45	1538	12	797622	None
1896982_Clostridium_sp._29_15	72.29	4.38	Neural Network (Specific Model)	11	0.88	8096	278.68797709923666	1989959	0.29	2096	284	30089	None
1912855_Faecalimonas_umbilicata	60.46	0.53	Neural Network (Specific Model)	11	0.903	10427	307.61480186480185	1748990	0.42	1716	189	43227	None
216816_Bifidobacterium_longum	62.6	0.15	Neural Network (Specific Model)	11	0.875	17584	314.63347457627117	1525520	0.6	1416	115	59393	None
2293016_Clostridium_sp._AF37-5	95.13	0.03	Neural Network (Specific Model)	11	0.903	47620	323.6310517529215	2569722	0.41	2396	83	142138	None
292800_Flavonifractor_plautii	83.59	0.44	Neural Network (Specific Model)	11	0.886	69475	301.8645634161887	3202075	0.62	3138	67	258751	None
29361_Tyzzerella_nexilis	90.05	0.11	Neural Network (Specific Model)	11	0.915	42244	316.8588077095473	2313385	0.4	2231	78	146933	None
3010809_Hungatella_effluvii	17.0	0.07	Neural Network (Specific Model)	11	0.903	2815	267.41584158415844	1075070	0.48	1212	380	6768	None
3011055_Enterocloster_citroniae	13.99	0.62	Neural Network (Specific Model)	11	0.896	90684	287.95866141732284	488993	0.48	508	10	115766	None
301302_Roseburia_faecis	91.07	0.21	Neural Network (Specific Model)	11	0.903	120556	323.0610909090909	2946257	0.43	2750	49	258964	None
3015826_Klebsiella_aerogenes	12.47	0.0	Neural Network (Specific Model)	11	0.879	3335	243.21471652593488	686975	0.54	829	209	15577	None
3022225_Lactobacillus_equicursoris	10.18	0.01	Neural Network (Specific Model)	11	0.894	4997	271.3815261044177	226320	0.35	249	51	13839	None
33945_Enterococcus_avium	93.12	0.89	Gradient Boost (General Model)	11	0.869	100647	297.04533461261695	4270954	0.39	4169	73	208017	None
37734_Enterococcus_casseliflavus	99.32	0.45	Neural Network (Specific Model)	11	0.882	282563	317.5023952095808	3600243	0.43	3340	26	602206	None
445973_Intestinibacter_bartlettii	10.81	0.0	Neural Network (Specific Model)	11	0.841	6414	253.4688221709007	391134	0.27	433	73	37752	None
47715_Lacticaseibacillus_rhamnosus	99.97	0.11	Neural Network (Specific Model)	11	0.851	85826	299.9894339622642	2799082	0.47	2650	47	202344	None
48296_Acinetobacter_pittii	94.99	0.05	Neural Network (Specific Model)	11	0.88	81486	303.19031435853867	3645259	0.39	3531	65	270551	None
487175_Parasutterella_excrementihominis	99.98	1.25	Neural Network (Specific Model)	11	0.883	75521	323.17335410985584	2813696	0.48	2567	60	353314	None
525338_Lactiplantibacillus_plantarum	15.8	0.18	Neural Network (Specific Model)	11	0.848	2462	233.758	412599	0.45	500	154	7727	None
548_Klebsiella_aerogenes	40.96	0.39	Neural Network (Specific Model)	11	0.888	6350	274.67978142076504	2541456	0.55	2745	434	33861	None
562_Escherichia_coli	79.66	1.07	Neural Network (Specific Model)	11	0.886	6452	278.6780728168629	3439571	0.51	3653	597	27191	None
649756_Anaerostipes_hadrus	81.18	0.8	Neural Network (Specific Model)	11	0.9	47255	319.7374810318665	2104695	0.37	1977	58	189616	None
817_Bacteroides_fragilis	97.11	2.72	Neural Network (Specific Model)	11	0.896	252393	355.05251312828204	4748165	0.44	3999	37	491277	None
823_Parabacteroides_distasonis	99.38	0.65	Neural Network (Specific Model)	11	0.911	242399	367.9809293580446	4507985	0.45	3723	32	734835	None
853_Faecalibacterium_prausnitzii	90.74	0.16	Neural Network (Specific Model)	11	0.88	190340	324.5162070633769	2285542	0.58	2067	22	284647	None
866789_Escherichia_coli	12.18	0.03	Neural Network (Specific Model)	11	0.878	12783	287.6355140186916	524466	0.48	535	55	49704	None
888746_Streptococcus_peroris	23.29	0.1	Neural Network (Specific Model)	11	0.912	3268	247.73029772329247	464155	0.39	571	147	7665	None
