Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1078480_Haemophilus_sputorum	22.13	0.09	Neural Network (Specific Model)	11	0.902	3971	249.4616935483871	410961	0.4	496	103	10174	None
1150298_Fusicatenibacter_saccharivorans	77.86	1.17	Neural Network (Specific Model)	11	0.886	19035	324.2269469660774	2294223	0.49	2093	168	58531	None
1193534_uncultured_Flavonifractor_sp.	73.51	2.79	Gradient Boost (General Model)	11	0.872	19015	294.5130653266332	2013746	0.6	1990	136	77074	None
1470347_Alistipes_ihumii	62.49	0.56	Gradient Boost (General Model)	11	0.904	6847	296.8800157356412	2498561	0.5	2542	406	24771	None
1547_Erysipelatoclostridium_ramosum	87.31	5.01	Gradient Boost (General Model)	11	0.888	33010	302.8850864553314	2835041	0.31	2776	124	123819	None
1550024_Ruthenibacterium_lactatiformans	47.08	0.22	Neural Network (Specific Model)	11	0.874	5609	274.1974830590513	1942133	0.58	2066	387	27039	None
1628085_Agathobaculum_butyriciproducens	95.84	0.93	Gradient Boost (General Model)	11	0.85	50013	311.10409949332103	2380439	0.55	2171	62	253423	None
165186_uncultured_Ruminococcus_sp.	64.94	0.66	Neural Network (Specific Model)	11	0.901	10862	311.2338041889917	2123355	0.43	2053	246	42304	None
166486_Roseburia_intestinalis	84.31	2.76	Neural Network (Specific Model)	11	0.899	14552	314.845166163142	2776071	0.43	2648	268	57774	None
196_Campylobacter_fetus	49.35	0.03	Neural Network (Specific Model)	11	0.955	3762	257.02004716981133	682059	0.36	848	181	12069	None
2292251_Ruminococcus_sp._AF21-42	80.86	3.18	Neural Network (Specific Model)	11	0.861	17990	314.6439651910708	2894331	0.42	2643	219	71868	None
239935_Akkermansia_muciniphila	99.99	0.39	Neural Network (Specific Model)	11	0.885	86863	337.8802348336595	2919496	0.55	2555	51	238573	None
28026_Bifidobacterium_pseudocatenulatum	35.42	1.59	Neural Network (Specific Model)	11	0.897	26975	338.66053511705684	676057	0.56	598	46	64874	None
292800_Flavonifractor_plautii	89.93	3.28	Neural Network (Specific Model)	11	0.884	18003	296.2297515327525	3109254	0.62	3099	231	91051	None
39488_Anaerobutyricum_hallii	89.93	1.65	Neural Network (Specific Model)	11	0.835	35231	326.4056059356966	2839937	0.38	2426	131	83935	None
435842_Streptococcus_sp._C150	92.35	0.85	Neural Network (Specific Model)	11	0.886	64962	311.00985761226724	1919443	0.4	1826	55	140726	None
562_Escherichia_coli	88.27	1.26	Neural Network (Specific Model)	11	0.883	9935	288.82550995330547	3984519	0.51	4069	515	46549	None
61171_Holdemania_filiformis	31.34	0.88	Neural Network (Specific Model)	11	0.876	4818	270.0157756354075	1052887	0.51	1141	224	21695	None
649756_Anaerostipes_hadrus	99.98	4.12	Neural Network (Specific Model)	11	0.897	55931	311.31592403214023	2845585	0.37	2738	74	197383	None
83427_uncultured_Streptococcus_sp.	80.53	0.01	Neural Network (Specific Model)	11	0.888	18218	300.64372716199756	1665159	0.42	1642	118	54067	None
