Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1096246_Hungatella_effluvii	62.19	1.88	Neural Network (Specific Model)	11	0.899	4185	282.82032007759454	3886767	0.5	4124	971	17885	None
1351_Enterococcus_faecalis	99.87	0.12	Neural Network (Specific Model)	11	0.881	144848	306.9057131442269	2612056	0.38	2503	38	275265	None
137838_Clostridium_neonatale	100.0	2.49	Neural Network (Specific Model)	11	0.83	35179	290.12163892445585	4909085	0.28	4686	234	149714	None
1547_Erysipelatoclostridium_ramosum	100.0	2.7	Gradient Boost (General Model)	11	0.887	108206	312.78125	3243084	0.31	3072	44	273049	None
292800_Flavonifractor_plautii	63.44	1.71	Neural Network (Specific Model)	11	0.881	12769	302.86704200952795	2378011	0.62	2309	226	101639	None
29466_Veillonella_parvula	96.55	0.19	Neural Network (Specific Model)	11	0.879	446314	327.205898416166	2041763	0.39	1831	18	605565	None
3005763_uncultured_Bacteroides_sp.	10.47	0.0	Gradient Boost (General Model)	11	0.914	23036	350.9	23036	0.42	20	1	23036	None
435842_Streptococcus_sp._C150	92.28	1.5	Neural Network (Specific Model)	11	0.881	47721	311.0661333333333	1983869	0.4	1875	68	114274	None
47678_Bacteroides_caccae	94.21	0.13	Neural Network (Specific Model)	11	0.902	111716	368.00180551973176	4738756	0.42	3877	73	343450	None
48296_Acinetobacter_pittii	98.24	0.06	Neural Network (Specific Model)	11	0.878	89744	303.15243730628345	3673413	0.39	3549	59	272892	None
545_Citrobacter_koseri	85.33	1.43	Neural Network (Specific Model)	11	0.888	57453	311.5251425609124	4051598	0.54	3858	139	204998	None
573_Klebsiella_pneumoniae	79.25	0.38	Neural Network (Specific Model)	11	0.882	15267	296.72857142857146	4373659	0.58	4340	434	118430	None
59620_uncultured_Clostridium_sp.	99.94	0.97	Neural Network (Specific Model)	11	0.874	32306	319.56349898285384	3767026	0.43	3441	176	96430	None
818_Bacteroides_thetaiotaomicron	95.79	0.95	Neural Network (Specific Model)	11	0.901	106379	377.47096908939017	6007961	0.43	4788	83	287045	None
83427_uncultured_Streptococcus_sp.	96.65	3.93	Neural Network (Specific Model)	11	0.883	31378	308.1255961844197	1971793	0.42	1887	93	95590	None
