Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
105841_Anaerostipes_caccae	99.36	1.27	Neural Network (Specific Model)	11	0.905	128222	303.7795250320924	3130261	0.44	3116	43	386091	None
1128111_Veillonella_atypica	27.46	3.09	Neural Network (Specific Model)	11	0.893	5050	276.4235924932976	691851	0.39	746	158	26031	None
1190620_Atopobium_sp._ICM42b	49.51	0.15	Neural Network (Specific Model)	11	0.895	3906	288.6648865153538	723963	0.49	749	195	11085	None
1218088_Enterococcus_durans	13.63	0.0	Neural Network (Specific Model)	11	0.86	3095	254.9104938271605	287405	0.38	324	86	18001	None
1218091_Enterococcus_gallinarum	15.0	0.03	Neural Network (Specific Model)	11	0.851	6422	275.8045112781955	258095	0.4	266	37	47734	None
1262802_Clostridium_sp._CAG:411	48.82	0.65	Neural Network (Specific Model)	11	0.901	10747	300.44107929515417	1813574	0.46	1816	217	41916	None
1262839_Clostridium_sp._CAG:780	100.0	0.42	Neural Network (Specific Model)	11	0.9	164633	369.15716670641547	5151920	0.42	4193	48	348442	None
1291051_Mediterraneibacter_glycyrrhizinilyticus	10.1	0.0	Neural Network (Specific Model)	11	0.897	17025	319.56140350877195	304006	0.45	285	36	54779	None
1298595_Veillonella_rogosae	14.24	0.09	Neural Network (Specific Model)	11	0.865	3259	270.02227171492206	419878	0.38	449	130	9033	None
1308_Streptococcus_thermophilus	93.7	2.92	Neural Network (Specific Model)	11	0.849	32521	263.5353218210361	1774262	0.39	1911	82	97916	None
1335613_Gordonibacter_urolithinfaciens	99.93	1.13	Neural Network (Specific Model)	11	0.869	89491	332.5295336787565	3320345	0.66	2895	68	244905	None
1351_Enterococcus_faecalis	89.86	1.75	Neural Network (Specific Model)	11	0.886	19953	298.68371361132967	2565800	0.38	2542	185	53630	None
1352_Enterococcus_faecium	81.21	0.79	Neural Network (Specific Model)	11	0.863	19430	298.17160037002776	2237467	0.38	2162	152	58214	None
1353_Enterococcus_gallinarum	72.24	1.14	Neural Network (Specific Model)	11	0.872	19078	298.2109025915996	2293380	0.41	2238	150	97757	None
1358_Lactococcus_lactis	22.1	0.44	Neural Network (Specific Model)	11	0.871	2715	227.62458471760797	470916	0.35	602	167	8977	None
1359_Lactococcus_lactis	24.72	0.47	Neural Network (Specific Model)	11	0.873	2941	229.37698412698413	594362	0.36	756	200	11083	None
137838_Clostridium_neonatale	36.22	0.46	Neural Network (Specific Model)	11	0.84	3286	250.31896075179657	1614730	0.29	1809	484	20270	None
1492_Clostridium_butyricum	82.19	1.43	Neural Network (Specific Model)	11	0.848	8813	279.57861469581246	3752863	0.28	3797	516	44387	None
1496_Clostridioides_difficile	89.79	4.12	Neural Network (Specific Model)	11	0.842	49916	304.225415610031	3841638	0.28	3549	132	176923	None
1502_Clostridium_perfringens	85.51	2.4	Neural Network (Specific Model)	11	0.838	11041	287.9011818778726	3135193	0.28	3046	371	48402	None
1559_Clostridium_tertium	22.5	0.0	Neural Network (Specific Model)	11	0.863	2894	245.79908675799086	747343	0.29	876	257	8079	None
1579_Lactobacillus_acidophilus	96.52	0.3	Neural Network (Specific Model)	11	0.895	120868	314.7382857142857	1842906	0.34	1750	22	202008	None
159268_uncultured_Veillonella_sp.	28.79	0.37	Neural Network (Specific Model)	11	0.883	7862	285.46731234866826	799723	0.38	826	110	44083	None
1628085_Agathobaculum_butyriciproducens	86.07	0.31	Gradient Boost (General Model)	11	0.887	16494	299.3972310969116	1899267	0.49	1878	159	67622	None
166486_Roseburia_intestinalis	82.82	0.48	Neural Network (Specific Model)	11	0.896	78372	338.21525985993367	3066315	0.43	2713	67	198962	None
1676614_Prevotella_rara	82.1	1.08	Gradient Boost (General Model)	11	0.901	20825	325.1481042654028	2737265	0.47	2532	187	75718	None
1685_Bifidobacterium_breve	73.17	0.59	Neural Network (Specific Model)	11	0.872	16583	317.89636238846947	1591935	0.59	1457	124	46883	None
1776391_Romboutsia_timonensis	13.15	0.0	Neural Network (Specific Model)	11	0.845	2813	236.36048879837068	411671	0.27	491	143	8170	None
187326_Megasphaera_micronuciformis	96.11	1.24	Neural Network (Specific Model)	11	0.908	34471	310.31653349723416	1665247	0.45	1627	67	121063	None
1912855_Faecalimonas_umbilicata	80.41	0.44	Neural Network (Specific Model)	11	0.901	78806	316.8244729605866	2298219	0.42	2182	54	136865	None
195103_Clostridium_perfringens	11.27	0.23	Neural Network (Specific Model)	11	0.839	5279	252.65809768637533	351295	0.28	389	80	22670	None
216816_Bifidobacterium_longum	83.69	2.14	Neural Network (Specific Model)	11	0.878	51456	337.8385650224215	2057353	0.6	1784	67	156141	None
2293104_Eubacterium_sp._AF16-48	77.59	0.64	Gradient Boost (General Model)	11	0.903	52913	344.15850302696754	2075714	0.35	1817	47	227199	None
2305242_Clostridium_sp._AM34-11AC	92.5	0.4	Gradient Boost (General Model)	11	0.852	56192	321.3709912536443	3100646	0.49	2744	76	191929	None
261299_Intestinibacter_bartlettii	49.2	1.79	Gradient Boost (General Model)	11	0.855	7597	282.94388888888886	1785187	0.28	1800	258	30200	None
28025_Bifidobacterium_animalis	82.9	1.93	Neural Network (Specific Model)	11	0.872	91824	349.5098976109215	1759885	0.6	1465	25	247437	None
286133_uncultured_Sutterella_sp.	94.96	0.74	Gradient Boost (General Model)	11	0.862	16719	311.27526315789476	2056293	0.5	1900	174	104547	None
292800_Flavonifractor_plautii	14.01	1.66	Neural Network (Specific Model)	11	0.885	49976	278.04008908685967	844335	0.54	898	31	71062	None
29361_Tyzzerella_nexilis	94.64	3.17	Neural Network (Specific Model)	11	0.912	86092	319.75465956637504	2758233	0.41	2629	66	220275	None
