Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1121308_Clostridioides_difficile	13.97	0.0	Neural Network (Specific Model)	11	0.858	2590	245.89142857142858	450628	0.29	525	171	5491	None
1128111_Veillonella_atypica	11.59	0.04	Neural Network (Specific Model)	11	0.893	4690	333.96949152542373	330526	0.38	295	74	30686	None
1150423_Bifidobacterium_dentium	11.63	0.21	Neural Network (Specific Model)	11	0.884	34300	354.5893854748603	430022	0.58	358	26	66389	None
1160721_Ruminococcus_bicirculans	94.99	2.18	Neural Network (Specific Model)	11	0.879	72299	316.3835978835979	2850979	0.42	2646	84	352329	None
1218088_Enterococcus_durans	23.08	0.01	Neural Network (Specific Model)	11	0.848	3670	254.12098298676747	474494	0.38	529	131	9185	None
1262887_Eubacterium_sp._CAG:252	91.96	0.47	Neural Network (Specific Model)	11	0.849	52277	332.2915463917526	2844790	0.37	2425	89	138162	None
1308_Streptococcus_thermophilus	70.44	1.1	Neural Network (Specific Model)	11	0.849	9227	246.18584070796462	1275080	0.39	1469	173	32960	None
1358_Lactococcus_lactis	99.99	2.43	Neural Network (Specific Model)	11	0.868	145024	286.53374233128835	2580079	0.35	2608	67	429874	None
137838_Clostridium_neonatale	52.29	0.1	Gradient Boost (General Model)	11	0.843	3408	258.6284501061571	1732367	0.29	1884	520	8964	None
1423779_Limosilactobacillus_oris	33.47	0.0	Gradient Boost (General Model)	11	0.887	19661	215.9047619047619	30609	0.48	42	3	19661	None
150055_Streptococcus_lutetiensis	90.57	2.21	Neural Network (Specific Model)	11	0.874	49506	281.2264908256881	1681141	0.38	1744	54	113036	None
1550024_Ruthenibacterium_lactatiformans	87.25	1.56	Neural Network (Specific Model)	11	0.87	106158	312.6516129032258	3002077	0.58	2790	49	218691	None
1597_Lacticaseibacillus_paracasei	88.66	1.03	Neural Network (Specific Model)	11	0.855	21072	293.5132490827558	2523199	0.46	2453	169	61941	None
1598_Limosilactobacillus_reuteri	78.05	1.32	Neural Network (Specific Model)	11	0.898	11304	283.44723247232474	1279899	0.47	1355	141	31022	None
1628085_Agathobaculum_butyriciproducens	96.96	3.67	Gradient Boost (General Model)	11	0.85	34087	297.27539341917026	2929258	0.55	2796	133	140894	None
1632_Limosilactobacillus_oris	94.88	0.3	Neural Network (Specific Model)	11	0.88	50096	302.91125198098257	1951619	0.5	1893	64	149056	None
165185_uncultured_Eubacterium_sp.	19.14	3.65	Neural Network (Specific Model)	11	0.86	20484	251.49467140319715	985631	0.34	1126	68	146373	None
