Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
100884_Coprobacillus_cateniformis	71.21	1.93	Gradient Boost (General Model)	11	0.896	7305	265.6112462006079	2919072	0.31	3290	452	28009	None
1140002_Enterococcus_avium	17.1	0.0	Neural Network (Specific Model)	11	0.879	4211	256.0554561717352	487666	0.4	559	127	14027	None
1262779_Clostridium_sp._CAG:217	100.0	0.74	Gradient Boost (General Model)	11	0.905	190341	335.13641552511416	1943673	0.53	1752	21	292552	None
1262885_Eubacterium_sp._CAG:248	99.85	0.16	Neural Network (Specific Model)	11	0.867	72557	338.7414512093411	2807631	0.36	2398	57	276349	None
1262889_Eubacterium_sp._CAG:38	90.63	2.96	Neural Network (Specific Model)	11	0.895	77504	327.3092569530926	2639648	0.42	2409	52	191703	None
1262943_Roseburia_sp._CAG:197	90.89	2.06	Neural Network (Specific Model)	11	0.9	26390	306.48408835642084	2723887	0.41	2671	188	83799	None
1297794_Coprobacillus_cateniformis	12.24	0.0	Neural Network (Specific Model)	11	0.879	2397	240.31472081218274	161192	0.31	197	59	8903	None
1318_Streptococcus_parasanguinis	22.32	0.03	Neural Network (Specific Model)	11	0.907	5375	282.9906367041198	498637	0.43	534	104	11760	None
1403948_Varibaculum_cambriense	12.42	0.0	Neural Network (Specific Model)	11	0.899	3010	272.5754385964912	258489	0.53	285	86	7037	None
142586_Eubacterium_sp.	99.99	2.92	Neural Network (Specific Model)	11	0.879	48733	335.93173695496785	3201813	0.43	2798	102	192508	None
150055_Streptococcus_lutetiensis	93.94	1.1	Neural Network (Specific Model)	11	0.874	54644	285.1321709786277	1736453	0.37	1778	44	163615	None
1547_Erysipelatoclostridium_ramosum	100.0	5.31	Gradient Boost (General Model)	11	0.885	83455	301.1511500547645	3722558	0.31	3652	87	233016	None
1550024_Ruthenibacterium_lactatiformans	96.01	0.68	Gradient Boost (General Model)	11	0.874	77417	323.01443569553805	3376597	0.58	3048	78	257708	None
1680_Bifidobacterium_adolescentis	70.45	0.62	Neural Network (Specific Model)	11	0.872	37413	345.2747175141243	1680381	0.6	1416	70	81126	None
1685_Bifidobacterium_breve	70.28	0.73	Neural Network (Specific Model)	11	0.876	13707	320.28700128700126	1702859	0.59	1554	160	45692	None
1689_Bifidobacterium_dentium	66.44	1.95	Neural Network (Specific Model)	11	0.882	17836	318.6521292970754	2108952	0.58	1949	184	62755	None
184870_Varibaculum_cambriense	51.39	0.08	Neural Network (Specific Model)	11	0.904	5437	302.51332675222113	1015484	0.53	1013	204	15436	None
187326_Megasphaera_micronuciformis	97.06	0.02	Neural Network (Specific Model)	11	0.907	116791	319.2504816955684	1640939	0.45	1557	20	251836	None
216816_Bifidobacterium_longum	76.17	3.09	Neural Network (Specific Model)	11	0.871	19794	321.4049046321526	2027527	0.6	1835	149	65468	None
218538_Dialister_invisus	99.96	0.1	Neural Network (Specific Model)	11	0.882	186325	312.1998722860792	1659577	0.45	1566	21	287606	None
2292041_Dorea_sp._AF36-15AT	82.48	2.62	Neural Network (Specific Model)	11	0.908	51460	316.90370685982106	2453984	0.43	2347	99	127821	None
