Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
100886_Catenibacterium_mitsuokai	10.06	0.25	Neural Network (Specific Model)	11	0.923	271409	288.39310344827584	271409	0.29	290	1	271409	None
105841_Anaerostipes_caccae	99.99	1.41	Neural Network (Specific Model)	11	0.906	322912	308.7133050016345	3121246	0.44	3059	14	969673	None
1118057_Peptoniphilus_grossensis	15.98	0.0	Neural Network (Specific Model)	11	0.909	2745	243.22135416666666	307493	0.35	384	111	6892	None
1128111_Veillonella_atypica	15.25	0.07	Neural Network (Specific Model)	11	0.887	11612	281.5781637717122	383175	0.39	403	63	49125	None
1150423_Bifidobacterium_dentium	13.95	0.0	Neural Network (Specific Model)	11	0.872	34456	363.4553072625698	447358	0.58	358	20	100067	None
1203608_Bacteroides_nordii	11.05	0.66	Neural Network (Specific Model)	11	0.883	77102	359.6666666666667	534495	0.42	438	17	138582	None
1260_Finegoldia_magna	11.18	0.0	Neural Network (Specific Model)	11	0.921	2548	242.51304347826087	181202	0.35	230	68	6703	None
1262885_Eubacterium_sp._CAG:248	99.97	0.17	Neural Network (Specific Model)	11	0.865	63550	332.91455058444177	2859777	0.36	2481	69	205306	None
1262889_Eubacterium_sp._CAG:38	88.59	1.51	Neural Network (Specific Model)	11	0.9	18219	317.81146106736657	2419113	0.43	2286	177	104148	None
1262942_Roseburia_sp._CAG:182	99.98	1.64	Neural Network (Specific Model)	11	0.912	128106	315.41392077008516	2797095	0.47	2701	33	278894	None
1287640_Anaerococcus_obesiensis	65.19	0.34	Neural Network (Specific Model)	11	0.898	18141	307.7861178369653	1272057	0.29	1239	94	98832	None
1318_Streptococcus_parasanguinis	80.9	3.0	Neural Network (Specific Model)	11	0.892	19412	294.90535424553815	1830486	0.42	1849	129	80295	None
1351_Enterococcus_faecalis	100.0	3.99	Neural Network (Specific Model)	11	0.887	129298	313.6560966402416	2806715	0.38	2649	37	301378	None
1403948_Varibaculum_cambriense	18.99	0.18	Neural Network (Specific Model)	11	0.903	2724	271.7293388429752	436023	0.53	484	154	7053	None
1468449_Holdemania_massiliensis	94.53	3.5	Gradient Boost (General Model)	11	0.878	131009	315.32954545454544	3689450	0.47	3432	48	314226	None
1547_Erysipelatoclostridium_ramosum	99.67	3.07	Gradient Boost (General Model)	11	0.887	82964	307.0855730614767	3355182	0.31	3237	63	235267	None
1550024_Ruthenibacterium_lactatiformans	97.99	3.7	Gradient Boost (General Model)	11	0.867	101865	306.19842829076623	3231112	0.58	3054	59	278131	None
1574265_Akkermansia_sp._KLE1798	99.99	0.12	Neural Network (Specific Model)	11	0.88	115429	351.0286697247706	3127035	0.57	2616	34	446832	None
159268_uncultured_Veillonella_sp.	27.82	0.17	Neural Network (Specific Model)	11	0.879	5334	274.3141592920354	633815	0.38	678	126	20851	None
162156_uncultured_Bacteroides_sp.	83.27	2.63	Neural Network (Specific Model)	11	0.91	97148	386.08520683453236	5654966	0.43	4448	103	207707	None
1660_Schaalia_odontolytica	83.22	1.43	Neural Network (Specific Model)	11	0.896	15369	336.53752084491384	2023292	0.66	1799	162	61657	None
1689_Bifidobacterium_dentium	76.93	3.2	Neural Network (Specific Model)	11	0.885	42408	344.635565312843	2124910	0.58	1822	79	109914	None
1712675_Turicibacter_sp._H121	87.6	2.49	Neural Network (Specific Model)	11	0.824	28957	284.36378205128204	2580826	0.34	2496	142	112750	None
1720194_Clostridium_sp._AT4	95.33	1.27	Gradient Boost (General Model)	11	0.909	23749	322.30242272347533	2541410	0.47	2394	146	67817	None
1776391_Romboutsia_timonensis	84.3	2.17	Neural Network (Specific Model)	11	0.846	7640	263.3078125	2388542	0.27	2560	395	31531	None
1841867_Phocea_massiliensis	93.62	2.65	Gradient Boost (General Model)	11	0.858	108605	299.20399794976936	2037783	0.57	1951	33	264896	None
1852381_Duodenibacillus_massiliensis	98.61	0.07	Gradient Boost (General Model)	11	0.879	21479	313.8600439077936	1948066	0.57	1822	139	69083	None
1871006_Bacteroides_congonensis	14.97	0.0	Neural Network (Specific Model)	11	0.876	11279	258.43649635036496	604898	0.28	685	74	40808	None
187326_Megasphaera_micronuciformis	91.95	1.21	Neural Network (Specific Model)	11	0.911	28892	306.51982378854626	1600983	0.45	1589	92	93062	None
1896982_Clostridium_sp._29_15	32.27	0.43	Neural Network (Specific Model)	11	0.882	5544	274.44696189495363	905020	0.29	971	178	25730	None
1897016_Roseburia_sp._CAG:10041_57	77.44	1.58	Neural Network (Specific Model)	11	0.909	6228	295.28297872340426	2742064	0.42	2820	510	35552	None
216816_Bifidobacterium_longum	56.17	0.26	Neural Network (Specific Model)	11	0.875	25010	320.6630343671417	1308989	0.6	1193	82	57422	None
2293016_Clostridium_sp._AF37-5	95.51	0.01	Neural Network (Specific Model)	11	0.907	88046	328.4821567106284	2795507	0.4	2578	50	440581	None
2293024_Clostridium_sp._AM22-11AC	95.88	2.25	Gradient Boost (General Model)	11	0.889	65461	335.5047923322684	3183914	0.44	2817	71	188675	None
2293127_Roseburia_sp._AF12-17LB	99.56	1.23	Neural Network (Specific Model)	11	0.897	173885	319.06973848069737	2565409	0.41	2409	31	539171	None
261299_Intestinibacter_bartlettii	51.96	0.49	Neural Network (Specific Model)	11	0.855	8095	281.4218009478673	1665762	0.29	1688	245	31447	None
2751_Carnobacterium_maltaromaticum	28.18	0.02	Neural Network (Specific Model)	11	0.882	8640	269.6159169550173	529438	0.41	578	70	22328	None
28025_Bifidobacterium_animalis	75.02	3.6	Neural Network (Specific Model)	11	0.877	89138	356.85966319166	1520531	0.6	1247	27	208674	None
28116_Bacteroides_ovatus	79.57	0.34	Neural Network (Specific Model)	11	0.906	64727	378.8988488856233	5118264	0.42	4083	135	204617	None
28117_Alistipes_putredinis	88.14	0.24	Neural Network (Specific Model)	11	0.869	234735	328.49171842650105	2186959	0.55	1932	19	384608	None
290055_Faecalicatena_fissicatena	82.53	4.04	Gradient Boost (General Model)	11	0.881	17518	318.68126520681267	4449940	0.46	4110	322	85217	None
292800_Flavonifractor_plautii	81.59	1.73	Neural Network (Specific Model)	11	0.885	31774	303.0135228848821	2956660	0.62	2884	148	72207	None
3005355_uncultured_Clostridium_sp.	20.01	0.04	Neural Network (Specific Model)	11	0.891	83150	345.5022222222222	522639	0.48	450	16	157055	None
3011055_Enterocloster_citroniae	23.37	0.92	Neural Network (Specific Model)	11	0.887	15148	301.93524283935244	819518	0.5	803	124	95917	None
3011369_Clostridium_sp._29_15	15.37	0.03	Neural Network (Specific Model)	11	0.842	4316	243.54813359528487	441102	0.29	509	109	23490	None
3013022_Dielma_fastidiosa	19.25	0.04	Neural Network (Specific Model)	11	0.92	2691	249.09457364341085	522652	0.42	645	187	6753	None
3016596_Klebsiella_oxytoca	11.76	0.05	Neural Network (Specific Model)	11	0.871	35804	299.3901515151515	543476	0.53	528	31	76988	None
3016680_Bifidobacterium_animalis	21.42	0.05	Neural Network (Specific Model)	11	0.874	103345	366.43023255813955	431782	0.61	344	8	124386	None
3018671_Actinomyces_sp._ICM47	12.04	0.03	Neural Network (Specific Model)	11	0.898	3151	267.12741312741315	461068	0.64	518	146	9079	None
3028725_Solobacterium_sp._UBA3691	15.78	0.0	Gradient Boost (General Model)	11	0.905	2145	195.16	16153	0.39	25	7	3378	None
328813_Alistipes_onderdonkii	99.99	0.22	Neural Network (Specific Model)	11	0.896	215347	357.2860403195131	3141789	0.58	2629	23	354666	None
33025_Phascolarctobacterium_faecium	99.99	0.45	Gradient Boost (General Model)	11	0.905	180735	322.9484536082474	2384888	0.44	2231	21	480118	None
35833_Bilophila_wadsworthia	86.01	1.96	Gradient Boost (General Model)	11	0.843	7382	294.59483870967745	3244044	0.6	3100	504	24344	None
358743_Enterocloster_citroniae	76.26	3.8	Neural Network (Specific Model)	11	0.896	22797	316.23564487632507	4784518	0.5	4528	288	101899	None
39777_Veillonella_atypica	63.62	1.26	Neural Network (Specific Model)	11	0.893	14346	290.8323024054983	1418964	0.39	1455	142	63134	None
39778_Veillonella_dispar	39.74	0.31	Neural Network (Specific Model)	11	0.878	5832	281.0169794459339	1073012	0.38	1119	191	43074	None
40518_Ruminococcus_bromii	99.03	0.72	Neural Network (Specific Model)	11	0.882	132148	316.90022547914316	1909825	0.41	1774	22	327681	None
40545_Sutterella_wadsworthensis	58.06	1.24	Neural Network (Specific Model)	11	0.878	3723	282.4872274143302	1546466	0.55	1605	423	14387	None
435842_Streptococcus_sp._C150	95.98	2.96	Neural Network (Specific Model)	11	0.884	59613	317.49709762532984	2037972	0.4	1895	52	207686	None
43675_Rothia_mucilaginosa	42.86	0.11	Neural Network (Specific Model)	11	0.842	7259	317.86757425742576	914421	0.6	808	138	18303	None
471189_Gordonibacter_pamelaeae	64.52	2.03	Neural Network (Specific Model)	11	0.872	16386	301.43561532192336	2541861	0.66	2454	228	76628	None
47715_Lacticaseibacillus_rhamnosus	93.47	0.03	Neural Network (Specific Model)	11	0.85	79082	298.7510008006405	2627800	0.47	2498	49	167162	None
479437_Eggerthella_lenta	13.24	0.05	Neural Network (Specific Model)	11	0.877	25505	328.34057971014494	463973	0.62	414	43	91730	None
48296_Acinetobacter_pittii	92.44	1.32	Neural Network (Specific Model)	11	0.878	111691	302.5814426992437	3550721	0.39	3438	51	292702	None
512314_uncultured_Roseburia_sp.	88.88	0.17	Neural Network (Specific Model)	11	0.881	16319	306.63049504950493	2632378	0.42	2525	220	58863	None
518634_Bifidobacterium_breve	12.66	0.01	Neural Network (Specific Model)	11	0.874	12478	330.28767123287673	247864	0.59	219	32	33612	None
562_Escherichia_coli	83.96	0.65	Neural Network (Specific Model)	11	0.889	22881	304.3454591706945	4032201	0.51	3931	269	80243	None
765821_uncultured_Blautia_sp.	82.69	2.61	Neural Network (Specific Model)	11	0.906	64292	319.5494117647059	2691832	0.41	2550	70	160030	None
817_Bacteroides_fragilis	75.68	0.32	Neural Network (Specific Model)	11	0.894	44712	355.3010752688172	3989123	0.43	3348	129	119073	None
