Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1035839_Haemophilus_sputorum	10.45	0.0	Neural Network (Specific Model)	11	0.901	54049	327.0132450331126	164195	0.39	151	8	59848	None
105841_Anaerostipes_caccae	99.62	1.41	Neural Network (Specific Model)	11	0.906	168760	306.0360092500826	3060712	0.44	3027	22	365883	None
1128111_Veillonella_atypica	19.57	2.23	Neural Network (Specific Model)	11	0.878	7589	287.9378612716763	679882	0.37	692	124	38197	None
1134687_Klebsiella_michiganensis	15.86	0.38	Neural Network (Specific Model)	11	0.86	5686	252.07477288609365	1255004	0.54	1431	264	38107	None
1262777_Clostridium_sp._CAG:167	100.0	4.68	Neural Network (Specific Model)	11	0.92	168577	330.49514972585405	2549290	0.44	2371	24	489719	None
1308_Streptococcus_thermophilus	96.66	0.31	Neural Network (Specific Model)	11	0.847	48602	262.0110468174645	1759322	0.39	1901	70	97545	None
1311774_Acinetobacter_pittii	21.9	0.08	Neural Network (Specific Model)	11	0.878	17036	286.5015321756895	957754	0.39	979	84	120191	None
1321775_Actinomyces_sp._oral_taxon_172	25.65	0.0	Neural Network (Specific Model)	11	0.896	3383	279.21011673151753	719576	0.68	771	210	13517	None
137838_Clostridium_neonatale	100.0	2.6	Neural Network (Specific Model)	11	0.832	51359	303.48909218859956	4662277	0.28	4263	141	255484	None
1423797_Lacticaseibacillus_rhamnosus	21.97	0.13	Neural Network (Specific Model)	11	0.854	2765	236.64355062413316	597668	0.47	721	214	6215	None
1496_Clostridioides_difficile	84.89	0.05	Neural Network (Specific Model)	11	0.844	15739	288.9927294759164	3386123	0.29	3301	312	72406	None
150055_Streptococcus_lutetiensis	99.87	2.46	Neural Network (Specific Model)	11	0.877	85531	282.62513199577614	1827449	0.38	1894	33	323583	None
1547_Erysipelatoclostridium_ramosum	100.0	3.28	Gradient Boost (General Model)	11	0.882	105898	310.26447816661505	3399975	0.31	3229	47	300196	None
1579_Lactobacillus_acidophilus	99.86	0.31	Neural Network (Specific Model)	11	0.895	161554	313.5330396475771	1905622	0.34	1816	23	577043	None
1685_Bifidobacterium_breve	91.92	0.18	Neural Network (Specific Model)	11	0.871	154443	345.92934472934473	2087957	0.59	1755	23	498666	None
1759399_Streptococcus_sp._A12	46.26	0.39	Neural Network (Specific Model)	11	0.892	6486	279.07855626326966	882284	0.42	942	148	24143	None
187326_Megasphaera_micronuciformis	95.9	0.17	Neural Network (Specific Model)	11	0.906	209445	321.5882352941176	1698622	0.45	1598	12	484988	None
1915310_Enterobacter_cloacae_complex_sp._ECNIH7	50.0	1.01	Neural Network (Specific Model)	11	0.896	4363	258.8663639312358	2664989	0.56	3083	637	33488	None
1965603_Blautia_sp._An249	22.13	1.61	Neural Network (Specific Model)	11	0.876	54334	272.52279202279203	1307046	0.55	1404	39	209746	None
218538_Dialister_invisus	57.78	0.16	Neural Network (Specific Model)	11	0.857	197650	300.4960282436011	1189214	0.47	1133	15	214395	None
2293024_Clostridium_sp._AM22-11AC	87.46	1.97	Neural Network (Specific Model)	11	0.891	39764	321.7861111111111	3503754	0.44	3240	139	162113	None
244366_Klebsiella_variicola	16.73	0.0	Neural Network (Specific Model)	11	0.871	5330	260.6299081035923	1072758	0.55	1197	222	30687	None
28025_Bifidobacterium_animalis	94.4	0.34	Neural Network (Specific Model)	11	0.876	67830	356.3361236316806	1893354	0.6	1553	46	153819	None
28125_Prevotella_bivia	82.83	1.5	Neural Network (Specific Model)	11	0.881	7602	312.7378881987578	1713585	0.4	1610	249	33935	None
292800_Flavonifractor_plautii	98.26	1.29	Neural Network (Specific Model)	11	0.888	91355	307.050820199421	3217609	0.62	3109	57	224247	None
301302_Roseburia_faecis	90.96	0.74	Neural Network (Specific Model)	11	0.895	74300	303.47203998750393	3247298	0.43	3201	91	175981	None
3016596_Klebsiella_oxytoca	12.38	0.0	Neural Network (Specific Model)	11	0.886	2661	254.38972809667675	569216	0.56	662	196	15405	None
3026506_Actinomyces_sp._S6-Spd3	10.44	0.0	Neural Network (Specific Model)	11	0.929	2789	270.0801687763713	206224	0.57	237	74	7319	None
33945_Enterococcus_avium	96.08	3.92	Gradient Boost (General Model)	11	0.867	55124	293.31891223733004	4101685	0.39	4045	114	224515	None
40520_Blautia_obeum	90.98	2.71	Neural Network (Specific Model)	11	0.896	150404	325.13580655846306	3280088	0.42	3019	35	335686	None
423477_Veillonella_rogosae	57.28	0.9	Neural Network (Specific Model)	11	0.871	7220	283.5924583031182	1344723	0.39	1379	219	37180	None
47715_Lacticaseibacillus_rhamnosus	36.95	0.03	Neural Network (Specific Model)	11	0.857	5095	271.82586206896553	1101183	0.48	1160	224	20396	None
48296_Acinetobacter_pittii	78.75	0.17	Neural Network (Specific Model)	11	0.882	60050	293.7761485826002	3061513	0.39	3069	95	247460	None
487175_Parasutterella_excrementihominis	98.99	0.65	Neural Network (Specific Model)	11	0.885	83282	320.8942141623489	2516850	0.49	2316	61	237107	None
562_Escherichia_coli	13.24	0.08	Neural Network (Specific Model)	11	0.877	16648	298.63739376770536	719413	0.5	706	65	47037	None
573_Klebsiella_pneumoniae	47.24	0.7	Neural Network (Specific Model)	11	0.889	4468	263.5286356821589	2959894	0.58	3335	683	41801	None
649756_Anaerostipes_hadrus	50.31	0.87	Neural Network (Specific Model)	11	0.882	84554	299.87629533678756	1571351	0.37	1544	37	205404	None
818_Bacteroides_thetaiotaomicron	91.64	0.57	Neural Network (Specific Model)	11	0.905	187495	391.66905642923217	5608572	0.43	4324	49	447923	None
823_Parabacteroides_distasonis	93.28	0.76	Neural Network (Specific Model)	11	0.912	119060	366.18821041501457	4552177	0.45	3783	55	272526	None
853_Faecalibacterium_prausnitzii	99.77	0.08	Neural Network (Specific Model)	11	0.862	139292	312.9816800714924	2433939	0.59	2238	32	328070	None
