Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1121308_Clostridioides_difficile	27.11	0.42	Neural Network (Specific Model)	11	0.849	3176	252.40401785714286	797692	0.3	896	254	11446	None
1128111_Veillonella_atypica	21.01	0.02	Neural Network (Specific Model)	11	0.896	2818	272.0136452241715	466350	0.4	513	159	6454	None
1169286_Enterococcus_faecalis	12.11	0.08	Neural Network (Specific Model)	11	0.894	4025	270.7551020408163	311027	0.38	343	78	25373	None
1190620_Atopobium_sp._ICM42b	11.73	0.0	Neural Network (Specific Model)	11	0.866	2868	266.859778597786	250057	0.49	271	88	5740	None
1351_Enterococcus_faecalis	84.01	0.84	Neural Network (Specific Model)	11	0.885	15099	288.95588830433024	2418085	0.37	2471	187	46893	None
137838_Clostridium_neonatale	100.0	4.01	Gradient Boost (General Model)	11	0.832	25005	293.4123309649324	4611523	0.28	4363	274	139324	None
1416758_Morganella_morganii	34.38	0.1	Neural Network (Specific Model)	11	0.859	27304	296.52919708029196	1133712	0.51	1096	68	75623	None
1463165_Klebsiella_quasipneumoniae	24.3	0.0	Neural Network (Specific Model)	11	0.891	5282	281.8809048569528	1424266	0.59	1503	294	38149	None
1492_Clostridium_butyricum	91.32	1.48	Neural Network (Specific Model)	11	0.851	120830	306.8872847011145	4268352	0.28	3948	62	386327	None
1496_Clostridioides_difficile	34.72	0.02	Gradient Boost (General Model)	11	0.855	6584	163.97435897435898	22437	0.33	39	4	10598	None
1502943_Veillonella_seminalis	90.6	0.0	Neural Network (Specific Model)	11	0.863	136392	316.74088614694335	1960207	0.42	1783	23	332557	None
2107999_Lactobacillus_paragasseri	90.21	1.49	Neural Network (Specific Model)	11	0.907	28810	308.1056105610561	1850708	0.35	1818	98	119994	None
249061_uncultured_Actinomyces_sp.	99.41	0.06	Neural Network (Specific Model)	11	0.922	136219	347.3395406579764	1818483	0.56	1611	21	306917	None
28025_Bifidobacterium_animalis	99.84	0.23	Neural Network (Specific Model)	11	0.875	102370	358.0893890675241	1906987	0.6	1555	29	223899	None
3025457_Clostridium_butyricum	11.6	0.02	Gradient Boost (General Model)	11	0.896	15048	258.15	17279	0.33	20	2	15048	None
435842_Streptococcus_sp._C150	93.97	4.62	Neural Network (Specific Model)	11	0.882	38341	305.9763981528989	2024943	0.4	1949	77	150662	None
582_Morganella_morganii	67.46	1.19	Neural Network (Specific Model)	11	0.88	30965	294.1650417827298	2873347	0.51	2872	133	120643	None
68891_Streptococcus_peroris	38.05	0.07	Neural Network (Specific Model)	11	0.907	11325	287.95460797799177	690837	0.39	727	68	44872	None
729_Haemophilus_parainfluenzae	93.72	1.61	Neural Network (Specific Model)	11	0.905	26583	300.2562659846547	1943053	0.39	1955	118	76212	None
823_Parabacteroides_distasonis	92.99	0.61	Neural Network (Specific Model)	11	0.912	114796	360.160187007874	4807144	0.45	4064	81	241310	None
83427_uncultured_Streptococcus_sp.	96.63	5.07	Neural Network (Specific Model)	11	0.883	34853	306.9543147208122	2051969	0.42	1970	90	121053	None
84112_Eggerthella_lenta	99.95	0.24	Neural Network (Specific Model)	11	0.876	73690	338.87025316455697	3294911	0.64	2844	61	155379	None
888746_Streptococcus_peroris	26.66	0.13	Neural Network (Specific Model)	11	0.895	4038	244.6555360281195	465819	0.39	569	122	11486	None
