Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1035839_Haemophilus_sputorum	15.68	0.03	Neural Network (Specific Model)	11	0.894	33505	287.34185303514374	301621	0.4	313	23	48988	None
1078480_Haemophilus_sputorum	79.62	0.58	Neural Network (Specific Model)	11	0.902	34762	300.2175	1595977	0.4	1600	69	120981	None
1128111_Veillonella_atypica	30.52	0.08	Neural Network (Specific Model)	11	0.883	3531	255.16604244694133	692649	0.39	801	196	10146	None
1150423_Bifidobacterium_dentium	14.94	0.0	Neural Network (Specific Model)	11	0.883	45876	337.93835616438355	334894	0.6	292	19	85977	None
1218091_Enterococcus_gallinarum	15.48	0.0	Neural Network (Specific Model)	11	0.864	3495	245.93973214285714	382100	0.41	448	114	8442	None
1262780_Clostridium_sp._CAG:221	97.77	3.31	Neural Network (Specific Model)	11	0.872	25379	296.3793452581843	3018577	0.29	2963	189	57631	None
1262938_Prevotella_sp._CAG:924	52.09	0.01	Neural Network (Specific Model)	11	0.855	44630	320.87300613496933	1833223	0.42	1630	64	104432	None
1308_Streptococcus_thermophilus	89.18	1.54	Neural Network (Specific Model)	11	0.844	40333	265.2741379310345	1637420	0.39	1740	63	204973	None
1318_Streptococcus_parasanguinis	48.61	0.7	Neural Network (Specific Model)	11	0.895	10411	287.1900089206066	1076345	0.42	1121	115	35053	None
1352_Enterococcus_faecium	100.0	0.89	Neural Network (Specific Model)	11	0.855	44570	293.7081545064378	2636807	0.38	2563	110	104643	None
1358_Lactococcus_lactis	100.0	2.46	Neural Network (Specific Model)	11	0.871	136871	288.2792899408284	2513707	0.35	2535	48	260454	None
1423797_Lacticaseibacillus_rhamnosus	10.18	0.01	Neural Network (Specific Model)	11	0.844	78900	303.0110294117647	292747	0.45	272	10	83232	None
1492_Clostridium_butyricum	55.24	0.91	Neural Network (Specific Model)	11	0.85	4421	269.6218792555606	2093933	0.29	2203	512	13835	None
1547_Erysipelatoclostridium_ramosum	100.0	3.15	Gradient Boost (General Model)	11	0.886	179757	307.96403100775194	3356721	0.31	3225	39	326848	None
1579_Lactobacillus_acidophilus	98.69	0.3	Neural Network (Specific Model)	11	0.894	167613	311.73333333333335	1864650	0.34	1785	20	669865	None
