Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1150298_Fusicatenibacter_saccharivorans	86.35	0.18	Neural Network (Specific Model)	11	0.882	54912	334.037037037037	2756751	0.48	2430	73	142989	None
1169286_Enterococcus_faecalis	30.01	0.02	Gradient Boost (General Model)	11	0.866	3402	200.10714285714286	19401	0.4	28	5	6415	None
1263065_Clostridium_clostridioforme_CAG:132	83.6	4.43	Neural Network (Specific Model)	11	0.873	9077	277.7104563126663	4655233	0.49	4887	621	41933	None
1308_Streptococcus_thermophilus	76.54	4.57	Neural Network (Specific Model)	11	0.847	9347	247.06455399061034	1487844	0.39	1704	193	31538	None
1351_Enterococcus_faecalis	99.1	0.57	Neural Network (Specific Model)	11	0.884	104466	306.7760973810402	2819916	0.37	2711	49	284281	None
137838_Clostridium_neonatale	22.3	0.11	Neural Network (Specific Model)	11	0.842	2768	248.4225181598063	729915	0.3	826	252	8611	None
1597_Lacticaseibacillus_paracasei	99.63	0.0	Neural Network (Specific Model)	11	0.856	106015	301.32815390307064	2848026	0.46	2703	50	349901	None
1681_Bifidobacterium_bifidum	87.61	0.19	Neural Network (Specific Model)	11	0.86	124349	352.1992504684572	1964436	0.63	1601	21	452094	None
1689_Bifidobacterium_dentium	94.04	3.42	Neural Network (Specific Model)	11	0.886	63742	352.3055019305019	2469545	0.58	2072	58	394893	None
187326_Megasphaera_micronuciformis	98.98	1.7	Neural Network (Specific Model)	11	0.909	41119	305.2825361512792	1808624	0.45	1798	67	104064	None
249061_uncultured_Actinomyces_sp.	99.48	1.47	Neural Network (Specific Model)	11	0.893	33519	343.904586188719	2188426	0.65	1897	89	149437	None
29363_Clostridium_paraputrificum	67.31	1.46	Neural Network (Specific Model)	11	0.885	4205	259.41076856274424	2022029	0.3	2303	491	20695	None
3021298_Anaeroglobus_geminatus	34.75	0.14	Neural Network (Specific Model)	11	0.912	3089	251.06912991656733	692029	0.5	839	223	7960	None
328813_Alistipes_onderdonkii	100.0	0.21	Neural Network (Specific Model)	11	0.9	445405	368.13113651647615	3642314	0.58	2974	17	855691	None
435842_Streptococcus_sp._C150	68.83	3.13	Neural Network (Specific Model)	11	0.887	7902	288.86444855206406	1582290	0.4	1623	243	23341	None
47715_Lacticaseibacillus_rhamnosus	93.57	0.12	Neural Network (Specific Model)	11	0.856	52165	307.7858769931663	2837833	0.47	2634	78	228125	None
53345_Enterococcus_durans	99.3	3.4	Neural Network (Specific Model)	11	0.837	31820	297.65434021019854	2734399	0.38	2569	134	94608	None
546_Citrobacter_freundii	61.82	0.99	Neural Network (Specific Model)	11	0.889	8825	285.3177594903106	3619322	0.52	3767	512	79070	None
573_Klebsiella_pneumoniae	88.48	4.77	Neural Network (Specific Model)	11	0.885	54717	313.60971341063225	4850582	0.58	4571	148	448188	None
59620_uncultured_Clostridium_sp.	94.48	2.32	Gradient Boost (General Model)	11	0.875	28754	326.996214511041	3546565	0.43	3170	200	112327	None
649756_Anaerostipes_hadrus	95.78	4.9	Neural Network (Specific Model)	11	0.894	46220	307.2826012938373	3024097	0.37	2937	97	219951	None
706562_Lactobacillus_rogosae	93.19	1.79	Neural Network (Specific Model)	11	0.879	50943	318.718954248366	2658433	0.36	2448	86	189528	None
83427_uncultured_Streptococcus_sp.	87.06	3.15	Neural Network (Specific Model)	11	0.887	12264	299.5081967213115	1788220	0.42	1769	189	43487	None
84112_Eggerthella_lenta	99.85	2.1	Neural Network (Specific Model)	11	0.879	24622	325.0565028418589	3313277	0.65	2991	208	74755	None
