Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
105841_Anaerostipes_caccae	99.6	3.73	Neural Network (Specific Model)	11	0.907	126529	302.38413098236776	3170154	0.44	3176	38	397571	None
1078480_Haemophilus_sputorum	84.17	2.4	Neural Network (Specific Model)	11	0.902	24066	301.5015384615385	1627770	0.39	1625	103	71953	None
1160721_Ruminococcus_bicirculans	90.16	2.76	Neural Network (Specific Model)	11	0.88	87376	317.0378562313909	2538117	0.43	2351	59	202013	None
1262876_Eggerthella_sp._CAG:298	83.27	0.41	Neural Network (Specific Model)	11	0.897	108653	352.94198895027625	1706598	0.54	1448	22	296890	None
1262889_Eubacterium_sp._CAG:38	96.56	2.17	Neural Network (Specific Model)	11	0.896	78253	327.5251884172947	2759400	0.42	2521	60	201029	None
1353_Enterococcus_gallinarum	92.72	0.34	Neural Network (Specific Model)	11	0.871	73032	302.5841995841996	3004301	0.41	2886	58	418991	None
1414721_Clostridium_jeddahense	99.7	4.92	Gradient Boost (General Model)	11	0.847	158730	301.31894106523794	3380635	0.52	3173	29	518299	None
1506471_Dakarella_massiliensis	94.32	1.44	Gradient Boost (General Model)	11	0.863	173853	325.3669681104236	2372462	0.57	2101	23	382478	None
1544_Faecalicatena_orotica	73.89	1.57	Neural Network (Specific Model)	11	0.909	34122	334.8389647735442	4602023	0.45	4173	192	126350	None
1547_Erysipelatoclostridium_ramosum	94.74	4.03	Gradient Boost (General Model)	11	0.885	78165	304.2420285453993	3392280	0.31	3293	66	200551	None
166486_Roseburia_intestinalis	89.39	1.46	Neural Network (Specific Model)	11	0.894	76192	337.64075701250425	3348435	0.43	2959	72	245122	None
187326_Megasphaera_micronuciformis	68.91	1.67	Neural Network (Specific Model)	11	0.914	6834	285.0597460791636	1251116	0.46	1339	199	22853	None
1946717_Lachnospira_sp._UBA3790	87.35	1.69	Neural Network (Specific Model)	11	0.872	56383	324.22058823529414	2122220	0.33	1904	67	114971	None
1965544_Flavonifractor_sp._An112	48.11	1.2	Neural Network (Specific Model)	11	0.895	5470	260.2195885509839	1946050	0.6	2236	383	18782	None
216816_Bifidobacterium_longum	86.6	0.06	Neural Network (Specific Model)	11	0.877	45125	349.4766935985084	1921318	0.6	1609	68	108155	None
239935_Akkermansia_muciniphila	100.0	0.27	Neural Network (Specific Model)	11	0.882	152971	353.9933274021352	2701776	0.56	2248	29	353630	None
28026_Bifidobacterium_pseudocatenulatum	76.41	3.51	Neural Network (Specific Model)	11	0.883	48112	360.9525101763908	1805694	0.56	1474	55	104758	None
28117_Alistipes_putredinis	99.89	2.44	Neural Network (Specific Model)	11	0.869	133472	314.3747218513574	2435619	0.54	2247	44	243602	None
292800_Flavonifractor_plautii	98.1	3.35	Neural Network (Specific Model)	11	0.885	84635	311.28945666235444	3258465	0.62	3092	52	399317	None
29361_Tyzzerella_nexilis	96.54	1.69	Neural Network (Specific Model)	11	0.916	42712	327.97214256452276	2617846	0.4	2441	96	127782	None
29466_Veillonella_parvula	99.96	4.7	Neural Network (Specific Model)	11	0.877	95766	323.50658935160783	2097362	0.39	1897	44	235668	None
3008982_uncultured_Blautia_sp.	18.63	0.27	Neural Network (Specific Model)	11	0.897	62893	338.23333333333335	542353	0.44	480	13	130115	None
301301_Roseburia_hominis	89.51	0.44	Neural Network (Specific Model)	11	0.893	71795	328.4284140969163	3001188	0.49	2724	62	165895	None
3016592_Faecalicatena_orotica	29.73	1.42	Neural Network (Specific Model)	11	0.88	13427	296.40976163450625	889112	0.45	881	111	63883	None
3016596_Klebsiella_oxytoca	11.12	0.0	Neural Network (Specific Model)	11	0.896	2653	252.56352765321375	564448	0.56	669	210	6703	None
3018768_Dakarella_massiliensis	8.48	0.0	Gradient Boost (General Model)	11	0.891	9173	302.77777777777777	9173	0.57	9	1	9173	None
35833_Bilophila_wadsworthia	93.2	4.28	Gradient Boost (General Model)	11	0.843	29930	319.85157545605307	4110191	0.6	3618	230	112551	None
360807_Roseburia_inulinivorans	86.26	0.83	Neural Network (Specific Model)	11	0.879	59972	316.9692197566213	3018712	0.42	2794	94	155796	None
39485_Lachnospira_eligens	83.88	2.61	Neural Network (Specific Model)	11	0.903	100887	325.5292832167832	2470476	0.38	2288	31	255524	None
39777_Veillonella_atypica	80.8	1.0	Neural Network (Specific Model)	11	0.889	11304	299.2610489098409	1711502	0.39	1697	185	42718	None
40518_Ruminococcus_bromii	90.58	0.8	Neural Network (Specific Model)	11	0.878	99836	314.6774916013438	1917236	0.41	1786	28	252024	None
411459_Blautia_obeum	11.13	0.04	Neural Network (Specific Model)	11	0.913	175457	340.5663430420712	345346	0.42	309	4	175457	None
423477_Veillonella_rogosae	18.13	0.0	Neural Network (Specific Model)	11	0.86	4962	267.60876623376623	573783	0.37	616	112	39464	None
46503_Parabacteroides_merdae	99.98	0.72	Neural Network (Specific Model)	11	0.897	103133	349.47872072525814	4633254	0.46	3971	76	325251	None
47715_Lacticaseibacillus_rhamnosus	99.53	1.99	Neural Network (Specific Model)	11	0.853	38321	297.2989497374344	2781448	0.47	2666	106	119726	None
487175_Parasutterella_excrementihominis	99.78	1.56	Neural Network (Specific Model)	11	0.888	61999	331.3271471730686	2590775	0.48	2317	67	183321	None
706562_Lactobacillus_rogosae	57.56	0.02	Neural Network (Specific Model)	11	0.881	88636	328.5554733727811	1510509	0.36	1352	28	264206	None
736_Haemophilus_paraphrohaemolyticus	76.93	0.92	Neural Network (Specific Model)	11	0.891	8293	271.7610294117647	1491858	0.41	1632	217	27389	None
745368_Gemmiger_formicilis	78.76	0.0	Neural Network (Specific Model)	11	0.867	79824	323.44	2040117	0.6	1825	54	215232	None
84112_Eggerthella_lenta	99.91	0.75	Neural Network (Specific Model)	11	0.876	48993	332.0360082304527	3310651	0.64	2916	105	191732	None
866789_Escherichia_coli	10.4	0.03	Neural Network (Specific Model)	11	0.888	8704	293.63456090651556	349392	0.49	353	55	38030	None
